lokalita;plocha;kmen;mod_vys
50165466;1;22;15,8
50165466;1;24;12,1
50165466;1;25;14,3
50165466;1;26;14,5
60000102;1;1;12,3
60000102;1;2;14,6
60000102;1;3;10,2
60000102;1;4;10,3
60000102;1;5;12,7
60000102;1;6;14,4
60000102;1;7;11,6
60000102;1;8;10,9
60000102;1;9;12,6
60000102;1;10;18,8
60000102;1;11;8,8
60000102;1;12;15,0
60000102;1;13;8,4
60000107;1;1;29,3
60000107;1;2;23,1
60000107;1;3;33,3
60000107;1;4;25,8
60000107;1;5;25,1
60000107;1;6;17,3
60000107;1;7;21,8
60000107;1;8;35,5
60000107;1;9;18,5
60000107;1;10;29,7
60000107;1;11;26,1
60000107;1;12;29,4
60000107;1;13;33,3
60000107;1;14;14,5
60000107;1;15;20,2
60000107;1;16;30,7
60000107;1;17;30,6
60000109;1;1;12,1
60000109;1;3;20,2
60000109;1;4;11,7
60000109;1;5;19,4
60000109;1;6;12,0
60000109;1;7;15,1
60000109;1;8;17,4
60000109;1;9;18,7
60000109;1;10;15,8
60000109;1;11;15,7
60000109;1;12;16,9
60000109;1;13;11,7
60000109;1;14;12,9
60000109;1;15;19,4
60000109;1;16;16,1
60000109;1;17;14,1
60000109;1;18;18,9
60000109;1;19;11,6
60000109;1;20;21,6
60000109;1;21;16,4
60000109;1;22;7,7
60000109;1;23;17,1
60000109;1;24;12,2
60000109;1;25;11,5
60000109;1;26;14,5
60000109;1;27;13,1
60000109;1;28;13,9
60000111;1;1;27,2
60000111;1;2;26,7
60000111;1;3;34,1
60000111;1;4;17,9
60000111;1;5;35,7
60000111;1;6;26,7
60000111;1;7;27,4
60000111;1;8;9,3
60000111;1;9;7,3
60000116;1;1;34,6
60000116;1;2;21,5
60000116;1;3;33,0
60000116;1;4;33,6
60000116;1;5;36,3
60000116;1;6;31,7
60000116;1;7;32,0
60000116;1;8;9,3
60000116;1;9;31,9
60000116;1;10;33,9
60000116;1;11;31,5
60000116;1;12;29,2
60000116;1;13;34,3
60000116;1;14;35,9
60000116;1;15;30,0
60000116;1;16;34,5
60000116;1;17;21,9
60000116;1;19;13,0
60000116;1;21;35,8
60000116;1;23;28,6
60000116;1;24;33,3
60000116;1;26;25,7
60000118;1;1;28,3
60000118;1;2;27,1
60000118;1;3;31,8
60000118;1;4;25,8
60000118;1;5;28,6
60000118;1;6;25,5
60000118;1;7;24,3
60000118;1;9;28,4
60000118;1;10;26,0
60000118;1;11;26,0
60000118;1;12;22,7
60000118;1;13;30,3
60000118;1;14;27,8
60000118;1;15;28,7
60000118;1;16;21,5
60000118;1;18;26,6
60000118;1;19;30,2
60000118;1;20;25,0
60000118;1;21;30,1
60000118;1;22;18,2
60000118;1;23;25,1
60000118;1;24;16,2
60000118;1;25;30,9
60000118;1;26;26,8
60000118;1;27;24,3
60000121;1;1;17,8
60000121;1;2;14,7
60000121;1;3;18,3
60000121;1;4;16,8
60000121;1;5;18,9
60000121;1;6;21,1
60000121;1;7;11,4
60000121;1;8;24,4
60000121;1;9;22,9
60000121;1;10;13,2
60000121;1;11;14,1
60000121;1;12;19,3
60000121;1;13;25,5
60000121;1;14;14,6
60000121;1;15;24,1
60000121;1;16;23,6
60000121;1;17;9,2
60000121;1;18;23,7
60000121;1;19;17,8
60000124;1;1;30,2
60000124;1;2;30,3
60000124;1;3;29,8
60000124;1;4;30,1
60000124;1;5;31,5
60000124;1;6;31,2
60000124;1;7;32,3
60000124;1;8;28,3
60000124;1;9;32,0
60000124;1;10;13,7
60000124;1;11;17,3
60000124;1;12;7,3
60000124;1;13;31,2
60000124;1;14;33,8
60000124;1;15;32,6
60000124;1;16;30,9
60000124;1;17;32,4
60000124;1;18;31,8
60000124;1;19;30,5
60000124;1;20;31,8
60000124;1;21;26,2
60000124;1;22;19,7
60000124;1;23;27,0
60000127;1;2;25,4
60000127;1;3;25,1
60000127;1;5;26,9
60000127;1;6;10,4
60000127;1;7;8,9
60000127;1;8;8,0
60000127;1;9;7,1
60000127;1;10;7,5
60000127;1;11;13,5
60000129;1;1;24,4
60000129;1;2;15,5
60000129;1;4;31,5
60000129;1;5;28,8
60000129;1;6;26,4
60000129;1;7;30,9
60000129;1;8;28,9
60000129;1;9;26,9
60000129;1;10;26,0
60000129;1;11;28,0
60000129;1;12;13,0
60000129;1;13;24,3
60000129;1;14;25,3
60000129;1;15;24,6
60000129;1;16;13,9
60000131;1;1;38,4
60000131;1;2;36,6
60000131;1;4;37,2
60000131;1;5;29,2
60000131;1;7;34,9
60000131;1;8;37,8
60000131;1;9;35,0
60000131;1;10;9,3
60000131;1;11;5,7
60000131;1;12;9,2
60000131;1;13;7,8
60000137;1;1;19,2
60000137;1;2;20,2
60000137;1;3;18,9
60000137;1;4;15,6
60000137;1;5;15,7
60000137;1;6;26,1
60000137;1;7;21,9
60000137;1;8;27,2
60000137;1;9;21,0
60000137;1;10;17,7
60000137;1;11;27,6
60000137;1;12;25,8
60000137;1;13;19,9
60000137;1;14;26,4
60000137;1;15;10,1
60000137;1;16;21,0
60000137;1;17;23,5
60000137;1;18;23,3
60000520;1;1;16,6
60000520;1;3;17,0
60000520;1;5;22,6
60000520;1;6;13,6
60000520;1;7;13,6
60000520;1;8;21,3
60000520;1;9;9,9
60000520;1;10;14,1
60000520;1;11;19,4
60000520;1;12;16,4
60000520;1;13;16,6
60000520;1;14;18,1
60000520;1;15;16,9
60000520;1;16;16,8
60000520;1;17;18,2
60000520;1;18;15,5
60000523;1;1;15,4
60000523;1;2;13,9
60000523;1;3;11,5
60000523;1;4;10,6
60000523;1;5;16,5
60000523;1;6;7,3
60000523;1;7;8,5
60000523;1;8;17,8
60000523;1;9;16,5
60000523;1;10;17,1
60000523;1;11;17,0
60000523;1;12;11,4
60000523;1;13;10,0
60000523;1;14;15,4
60000523;1;15;15,8
60000523;1;16;15,0
60000523;1;17;13,3
60000523;1;18;13,5
60000523;1;19;12,6
60000531;1;1;12,8
60000531;1;2;16,7
60000531;1;3;18,6
60000531;1;4;19,7
60000531;1;5;21,1
60000531;1;6;21,3
60000531;1;7;21,9
60000531;1;8;21,1
60000531;1;9;21,6
60000531;1;10;16,9
60000531;1;11;31,5
60000531;1;12;20,3
60000531;1;13;19,9
60000531;1;14;28,8
60000531;1;15;18,0
60000531;1;16;17,2
60000531;1;17;17,8
60000531;1;18;21,1
60000531;1;19;21,0
60000531;1;20;21,7
60000531;1;21;20,6
60000531;1;22;21,6
60000531;1;23;19,2
60000531;1;24;11,7
60000535;1;1;16,9
60000535;1;2;18,9
60000535;1;4;33,4
60000535;1;5;30,0
60000535;1;6;12,3
60000535;1;7;29,4
60000535;1;8;22,7
60000535;1;10;22,3
60000535;1;11;29,2
60000535;1;12;29,7
60000535;1;13;27,5
60000535;1;14;28,2
60000535;1;16;18,9
60000535;1;17;28,5
60000536;1;1;26,4
60000536;1;2;28,4
60000536;1;3;22,4
60000536;1;4;30,2
60000536;1;5;31,4
60000536;1;6;40,6
60000536;1;7;28,2
60000536;1;9;28,2
60000536;1;10;38,3
60000536;1;11;30,6
60000536;1;12;31,9
60000536;1;13;29,6
60000536;1;14;38,6
60000536;1;15;23,5
60000536;1;16;8,0
60000538;1;1;16,2
60000538;1;2;12,3
60000538;1;3;11,8
60000538;1;4;15,2
60000538;1;5;12,5
60000538;1;6;12,2
60000538;1;7;21,1
60000538;1;8;10,5
60000538;1;9;16,5
60000538;1;10;15,5
60000538;1;11;22,3
60000538;1;12;24,3
60000538;1;13;14,5
60000538;1;14;13,9
60000538;1;15;21,8
60000553;1;1;17,4
60000553;1;2;21,0
60000553;1;3;17,8
60000553;1;4;27,5
60000553;1;6;27,3
60000553;1;7;14,7
60000553;1;9;28,0
60000553;1;10;26,4
60000553;1;12;26,7
60000553;1;13;27,3
60000553;1;14;19,8
60000553;1;16;33,0
60000553;1;17;22,4
60000553;1;18;28,2
60000553;1;19;23,9
60000553;1;20;22,7
60000555;1;1;25,9
60000555;1;2;25,5
60000555;1;3;26,7
60000555;1;4;22,4
60000555;1;5;21,8
60000555;1;7;27,1
60000555;1;8;25,5
60000555;1;9;16,0
60000555;1;10;16,3
60000555;1;12;25,1
60000555;1;13;24,8
60000555;1;14;25,6
60000555;1;15;25,2
60000555;1;16;13,8
60000555;1;17;14,4
60000555;1;18;23,7
60000555;1;19;15,4
60000555;1;20;24,3
60000563;1;1;20,6
60000563;1;2;18,5
60000563;1;3;21,5
60000563;1;4;20,2
60000563;1;5;21,0
60000563;1;6;22,4
60000563;1;7;16,5
60000563;1;9;21,6
60000563;1;10;19,7
60000563;1;11;18,9
60000563;1;12;19,8
60000563;1;13;17,8
60000563;1;14;11,8
60000563;1;15;19,5
60000563;1;16;16,0
60000563;1;17;16,7
60000563;1;18;17,0
60000575;1;1;37,1
60000575;1;2;33,2
60000575;1;3;39,3
60000575;1;4;38,9
60000575;1;6;38,3
60000575;1;7;39,8
60000575;1;8;37,8
60000575;1;9;38,9
60000575;1;10;33,8
60000575;1;11;39,5
60000575;1;12;33,8
60000576;1;1;31,4
60000576;1;2;29,9
60000576;1;3;28,1
60000576;1;4;28,5
60000576;1;5;26,8
60000576;1;6;30,9
60000576;1;7;30,4
60000576;1;8;28,8
60000576;1;9;30,8
60000576;1;10;24,5
60000576;1;11;28,4
60000576;1;12;26,0
60000576;1;13;18,0
60000576;1;14;19,2
60000576;1;15;19,5
60000589;1;2;28,8
60000589;1;3;33,1
60000589;1;4;30,1
60000589;1;5;22,9
60000589;1;6;33,9
60000589;1;7;33,8
60000589;1;9;16,9
60000589;1;10;35,1
60000589;1;12;18,2
60000589;1;13;26,7
60000590;1;1;19,8
60000590;1;3;25,4
60000590;1;4;25,1
60000590;1;5;26,1
60000590;1;6;27,4
60000590;1;7;23,1
60000590;1;9;22,2
60000590;1;10;26,3
60000590;1;11;21,1
60000590;1;12;22,7
60000590;1;13;20,0
60000590;1;14;19,3
60000590;1;15;16,6
60000590;1;17;21,3
60000590;1;18;19,7
60000590;1;19;17,9
60000590;1;20;16,3
60000590;1;21;27,5
60000590;1;22;18,8
60000590;1;23;25,1
60000596;1;1;24,5
60000596;1;8;21,3
60000596;1;13;23,4
60000596;1;14;23,5
60000596;1;15;12,4
60000596;1;16;15,5
60000596;1;17;9,1
60000596;1;18;8,0
60000596;1;19;8,6
60000596;1;20;8,5
60000596;1;21;10,2
60000611;1;1;20,3
60000611;1;2;14,7
60000611;1;3;15,0
60000611;1;4;14,7
60000611;1;5;12,5
60000611;1;6;14,5
60000611;1;7;18,5
60000611;1;8;12,9
60000611;1;9;19,5
60000611;1;10;17,7
60000611;1;11;17,1
60000611;1;12;17,1
60000611;1;13;24,1
60000612;1;5;28,9
60000612;1;7;30,0
60000612;1;8;29,8
60000612;1;9;29,2
60000612;1;10;30,0
60000612;1;12;18,3
60000612;1;13;14,7
60000612;1;14;15,9
60000612;1;15;12,1
60000615;1;1;33,5
60000615;1;2;29,8
60000615;1;3;30,5
60000615;1;5;31,3
60000615;1;6;29,8
60000615;1;7;23,9
60000615;1;8;30,7
60000615;1;9;30,4
60000615;1;10;27,5
60000615;1;11;30,4
60000615;1;12;31,5
60000615;1;13;28,6
60000615;1;14;27,9
60000615;1;15;22,2
60000615;1;16;31,1
60000615;1;17;28,2
60000625;1;2;28,8
60000625;1;4;29,5
60000625;1;8;27,0
60000625;1;9;5,9
60000625;1;10;28,2
60000625;1;11;27,9
60000625;1;12;6,7
60000627;1;1;17,6
60000627;1;2;20,4
60000627;1;4;19,0
60000627;1;6;18,2
60000627;1;7;22,8
60000627;1;9;20,1
60000627;1;10;14,8
60000627;1;11;16,2
60000627;1;12;16,0
60000627;1;13;18,1
60000627;1;14;17,5
60000627;1;15;17,5
60000627;1;16;18,1
60000627;1;18;11,2
60000627;1;19;17,5
60000627;1;20;15,5
60000627;1;21;14,2
60000627;1;22;12,3
60000632;1;1;22,2
60000632;1;2;12,2
60000632;1;4;14,9
60000632;1;5;18,9
60000632;1;6;20,1
60000632;1;7;21,8
60000632;1;8;18,6
60000632;1;9;18,4
60000632;1;10;18,7
60000632;1;12;16,3
60000632;1;13;17,6
60000632;1;14;24,0
60000632;1;17;17,0
60000633;1;1;33,5
60000633;1;3;30,7
60000633;1;4;24,5
60000633;1;5;29,8
60000633;1;6;28,9
60000633;1;7;26,5
60000633;1;8;28,8
60000633;1;9;22,5
60000633;1;10;31,5
60000633;1;11;34,1
60000633;1;12;31,5
60000633;1;13;25,5
60000633;1;14;21,4
60000633;1;15;31,5
60000633;1;16;28,6
60000633;1;17;22,9
60000633;1;18;18,8
60000633;1;19;30,3
60000633;1;20;26,8
60000633;1;21;27,1
60000633;1;22;16,0
60000633;1;23;30,4
60000633;1;24;17,1
60000643;1;2;32,5
60000643;1;3;24,6
60000643;1;4;32,3
60000643;1;5;28,0
60000643;1;6;30,2
60000643;1;7;22,4
60000643;1;8;31,9
60000643;1;9;9,1
60000643;1;10;23,4
60000643;1;11;30,0
60000643;1;12;27,7
60000643;1;13;32,1
60000643;1;14;29,9
60000643;1;15;17,4
60000643;1;16;18,6
60000643;1;17;22,8
60000643;1;18;30,2
60000643;1;19;20,7
60000643;1;20;29,1
60000643;1;21;29,5
60000643;1;22;20,1
60000643;1;23;30,8
60000643;1;24;27,5
60000643;1;25;23,5
60000643;1;26;9,8
60000643;1;27;17,1
60000643;1;28;15,6
60000643;1;29;24,1
60000662;1;1;27,8
60000662;1;2;17,8
60000662;1;3;19,5
60000662;1;4;24,3
60000662;1;6;20,6
60000662;1;7;24,8
60000662;1;8;26,7
60000662;1;9;26,5
60000662;1;10;12,2
60000662;1;11;25,1
60000662;1;12;28,7
60000662;1;13;22,3
60000662;1;14;27,9
60000662;1;15;11,5
60000662;1;16;17,3
60000662;1;17;27,0
60000662;1;18;23,7
60000662;1;19;29,2
60000662;1;20;25,3
60000662;1;21;26,6
60000668;1;1;33,7
60000668;1;2;29,5
60000668;1;3;33,9
60000668;1;4;34,9
60000668;1;5;31,5
60000668;1;6;22,0
60000668;1;7;31,3
60000668;1;8;34,7
60000668;1;9;34,0
60000668;1;10;36,4
60000668;1;11;31,7
60000668;1;12;31,1
60000668;1;13;31,7
60000668;1;14;32,8
60000668;1;15;30,3
60000668;1;16;18,3
60000668;1;17;33,1
60000668;1;18;35,9
60000668;1;19;32,2
60000668;1;20;30,8
60000668;1;21;30,7
60000674;1;1;32,5
60000674;1;2;36,2
60000674;1;3;37,0
60000674;1;4;37,7
60000674;1;6;35,4
60000674;1;7;21,2
60000674;1;8;28,0
60000674;1;9;37,1
60000674;1;10;32,1
60000674;1;11;33,0
60000674;1;12;37,2
60000677;1;1;27,3
60000677;1;2;34,8
60000677;1;4;27,8
60000677;1;6;32,1
60000677;1;7;33,3
60000677;1;8;33,6
60000677;1;9;27,2
60000677;1;10;33,9
60000677;1;12;32,6
60000677;1;14;26,5
60000677;1;15;30,5
60000677;1;17;34,2
60000677;1;18;30,3
60000677;1;20;33,0
60000679;1;1;14,4
60000679;1;2;17,0
60000679;1;3;17,5
60000679;1;4;13,4
60000679;1;5;8,8
60000679;1;6;13,4
60000679;1;7;16,4
60000679;1;8;13,5
60000679;1;9;13,5
60000679;1;10;9,3
60000679;1;11;12,6
60000679;1;12;14,3
60000679;1;13;14,7
60000679;1;14;9,3
60000679;1;15;13,0
60000679;1;16;16,0
60000679;1;17;12,0
60000679;1;18;13,1
60000679;1;19;15,0
60000679;1;20;13,5
60000679;1;21;8,5
60000688;1;1;34,3
60000688;1;2;35,7
60000688;1;3;34,3
60000688;1;4;31,7
60000688;1;5;31,3
60000688;1;6;31,5
60000688;1;7;32,2
60000688;1;8;31,2
60000688;1;9;32,0
60000688;1;10;30,1
60000688;1;11;22,4
60000688;1;12;28,9
60000688;1;13;19,9
60000688;1;14;34,1
60000688;1;15;32,8
60000688;1;16;31,3
60000688;1;17;35,7
60000688;1;18;29,7
60000688;1;19;31,4
60000688;1;20;20,8
60000693;1;1;30,2
60000693;1;2;31,8
60000693;1;3;31,7
60000693;1;4;31,2
60000693;1;5;32,5
60000693;1;6;30,2
60000693;1;7;12,5
60000693;1;8;12,5
60000693;1;9;30,5
60000693;1;11;28,8
60000693;1;12;34,6
60000693;1;13;31,0
60000693;1;14;34,7
60000693;1;16;32,4
60000693;1;18;30,2
60000693;1;19;31,8
60000693;1;20;31,0
60000693;1;21;29,6
60000693;1;22;23,7
60000693;1;23;31,2
60000693;1;24;22,2
60000697;1;1;16,0
60000697;1;2;17,6
60000697;1;3;16,0
60000697;1;4;10,5
60000697;1;5;12,5
60000697;1;6;8,0
60000697;1;7;10,6
60000697;1;8;11,8
60000697;1;9;13,2
60000697;1;10;13,9
60000697;1;11;14,2
60000697;1;12;14,5
60000697;1;13;23,8
60000697;1;14;16,5
60000697;1;15;15,5
60000697;1;16;14,5
60000697;1;17;14,1
60000697;1;18;7,0
60000697;1;19;14,0
60000697;1;20;12,5
60000697;1;21;15,7
60000697;1;22;16,8
60000697;1;23;14,4
60000699;1;1;20,3
60000699;1;2;15,6
60000699;1;3;32,1
60000699;1;4;29,8
60000699;1;5;31,3
60000699;1;6;30,0
60000699;1;7;30,5
60000699;1;8;28,8
60000699;1;9;31,2
60000699;1;10;23,1
60000699;1;11;19,6
60000699;1;14;29,3
60000699;1;15;23,8
60000699;1;16;31,0
60000699;1;17;18,6
60000699;1;19;32,5
60000699;1;20;23,3
60000699;1;21;23,5
60000699;1;22;26,1
60000699;1;23;20,7
60000699;1;24;26,5
60000699;1;25;27,6
60000699;1;27;13,6
60000699;1;28;27,6
60000699;1;29;19,5
60000699;1;30;29,2
60000699;1;31;28,4
60000699;1;32;24,9
60000699;1;33;25,8
60000699;1;34;26,8
60000704;1;1;35,6
60000704;1;2;28,3
60000704;1;3;17,7
60000704;1;4;17,9
60000704;1;5;18,0
60000704;1;6;34,5
60000704;1;7;32,0
60000704;1;9;26,6
60000704;1;10;33,7
60000704;1;11;34,2
60000704;1;12;34,5
60000704;1;13;35,6
60000704;1;14;32,8
60000704;1;15;29,0
60000704;1;16;16,3
60000704;1;17;33,2
60000725;1;1;15,6
60000725;1;2;17,7
60000725;1;3;31,1
60000725;1;4;29,0
60000725;1;5;32,2
60000725;1;6;18,2
60000725;1;7;22,4
60000725;1;8;22,8
60000725;1;9;34,4
60000725;1;10;34,4
60000725;1;13;30,5
60000725;1;14;32,1
60000725;1;15;30,9
60000725;1;16;32,0
60000725;1;17;32,4
60000728;1;1;38,0
60000728;1;2;36,0
60000728;1;3;31,9
60000728;1;4;38,6
60000728;1;5;38,0
60000728;1;8;32,5
60000728;1;9;37,6
60000728;1;10;32,5
60000728;1;11;31,1
60000728;1;12;35,5
60000728;1;13;33,7
60000728;1;14;38,5
60000728;1;15;38,4
60000728;1;16;40,2
60000728;1;17;38,7
60000728;1;18;35,7
60000728;1;19;32,9
60000728;1;21;17,9
60000728;1;22;18,9
60000731;1;1;28,4
60000731;1;2;26,6
60000731;1;3;32,8
60000731;1;4;24,8
60000731;1;5;29,4
60000731;1;6;29,4
60000731;1;7;26,8
60000731;1;8;34,3
60000731;1;9;32,7
60000731;1;10;30,4
60000731;1;11;26,7
60000731;1;12;20,6
60000731;1;13;27,2
60000731;1;14;24,2
60000731;1;15;31,2
60000731;1;16;20,2
60000731;1;17;27,8
60000731;1;18;27,4
60000731;1;19;27,3
60000732;1;1;30,0
60000732;1;2;31,8
60000732;1;3;29,0
60000732;1;4;33,7
60000732;1;5;27,4
60000732;1;7;29,3
60000732;1;8;29,4
60000732;1;9;25,8
60000732;1;10;16,7
60000732;1;11;30,9
60000732;1;13;31,1
60000732;1;14;16,9
60000732;1;15;33,4
60000732;1;16;29,4
60000732;1;17;20,9
60000732;1;18;31,2
60000732;1;19;27,0
60000732;1;20;26,1
60000732;1;21;29,7
60000732;1;22;28,7
60000734;1;1;33,3
60000734;1;2;16,6
60000734;1;3;29,9
60000734;1;4;18,6
60000734;1;5;32,8
60000734;1;6;18,3
60000734;1;7;31,1
60000734;1;8;31,2
60000734;1;9;30,3
60000734;1;10;21,3
60000734;1;11;31,4
60000734;1;13;16,6
60000734;1;14;26,7
60000734;1;15;18,3
60000734;1;16;33,7
60000734;1;17;33,6
60000734;1;18;31,9
60000734;1;19;32,6
60000734;1;20;31,1
60000734;1;21;28,7
60000734;1;22;28,2
60000737;1;1;27,5
60000737;1;2;31,6
60000737;1;4;30,0
60000737;1;6;28,8
60000737;1;7;26,2
60000737;1;8;28,2
60000737;1;9;29,6
60000737;1;10;32,1
60000737;1;11;30,6
60000737;1;12;33,1
60000737;1;13;28,4
60000737;1;14;20,7
60000737;1;15;32,0
60000737;1;17;28,4
60000737;1;18;31,9
60000737;1;19;29,2
60000747;1;1;25,9
60000747;1;2;24,8
60000747;1;3;14,9
60000747;1;4;29,2
60000747;1;5;24,6
60000747;1;6;25,8
60000747;1;7;26,6
60000747;1;8;25,5
60000747;1;9;27,6
60000747;1;10;20,7
60000747;1;11;15,4
60000747;1;12;25,3
60000747;1;13;24,7
60000747;1;14;24,1
60000747;1;15;22,2
60000747;1;16;20,5
60000747;1;17;28,9
60000747;1;18;25,8
60000747;1;19;25,1
60000747;1;20;27,6
60000748;1;1;32,1
60000748;1;2;38,8
60000748;1;3;39,0
60000748;1;4;36,2
60000748;1;5;33,2
60000748;1;6;34,8
60000748;1;7;34,8
60000748;1;8;35,9
60000748;1;9;34,3
60000748;1;10;11,0
60000748;1;11;8,7
60000750;1;1;36,4
60000750;1;2;27,2
60000750;1;3;35,2
60000750;1;4;36,2
60000750;1;5;29,6
60000750;1;6;28,8
60000750;1;7;31,2
60000750;1;8;36,5
60000750;1;9;35,2
60000750;1;10;37,4
60000750;1;11;37,5
60000750;1;12;36,3
60000750;1;13;32,2
60000750;1;14;31,6
60000750;1;15;30,6
60000752;1;1;20,9
60000752;1;2;13,1
60000752;1;3;12,7
60000752;1;4;12,1
60000752;1;5;12,7
60000752;1;6;10,7
60000752;1;7;11,5
60000752;1;8;10,4
60000752;1;9;10,7
60000752;1;10;14,3
60000752;1;11;13,9
60000752;1;12;13,7
60000752;1;13;13,4
60000754;1;1;23,2
60000754;1;2;9,6
60000754;1;6;23,0
60000754;1;7;24,2
60000754;1;11;10,7
60000754;1;12;11,7
60000754;1;13;11,1
60000755;1;1;30,1
60000755;1;2;33,8
60000755;1;3;25,6
60000755;1;4;27,7
60000755;1;5;18,8
60000755;1;6;33,1
60000755;1;7;29,8
60000755;1;8;27,2
60000755;1;9;25,2
60000755;1;10;33,7
60000755;1;11;14,8
60000755;1;12;35,1
60000755;1;13;29,1
60000755;1;14;33,4
60000755;1;15;31,2
60000755;1;16;31,6
60000755;1;17;27,1
60000755;1;18;30,5
60000755;1;19;17,5
60000755;1;20;31,9
60000755;1;21;28,3
60000755;1;22;28,1
60000755;1;23;14,8
60000761;1;1;29,1
60000761;1;2;31,6
60000761;1;3;28,5
60000761;1;4;30,3
60000761;1;5;33,2
60000761;1;7;30,8
60000761;1;8;32,9
60000761;1;9;31,4
60000761;1;11;27,3
60000761;1;12;33,2
60000761;1;13;32,7
60000761;1;14;25,5
60000761;1;15;31,8
60000761;1;17;32,4
60000761;1;18;29,0
60000761;1;20;22,4
60000763;1;1;23,4
60000763;1;2;21,1
60000763;1;3;22,3
60000763;1;4;18,4
60000763;1;5;20,9
60000763;1;6;19,3
60000763;1;7;10,2
60000763;1;8;18,6
60000763;1;9;21,4
60000763;1;10;16,3
60000763;1;11;25,1
60000763;1;12;21,8
60000763;1;13;27,7
60000763;1;14;24,4
60000765;1;1;35,5
60000765;1;2;32,9
60000765;1;3;31,0
60000765;1;4;35,2
60000765;1;5;33,0
60000765;1;6;18,0
60000765;1;7;33,9
60000765;1;8;32,6
60000765;1;10;33,6
60000765;1;11;26,8
60000765;1;12;33,2
60000765;1;13;41,0
60000765;1;14;34,4
60000765;1;15;28,3
60000765;1;16;32,2
60000767;1;1;24,1
60000767;1;2;19,3
60000767;1;3;23,4
60000767;1;4;24,2
60000767;1;7;21,0
60000767;1;8;23,5
60000767;1;9;24,0
60000767;1;10;24,0
60000767;1;11;22,2
60000767;1;12;12,4
60000767;1;13;22,3
60000773;1;1;32,7
60000773;1;2;23,0
60000773;1;3;31,9
60000773;1;4;29,9
60000773;1;5;28,0
60000773;1;6;29,6
60000773;1;7;19,5
60000773;1;8;23,1
60000773;1;9;29,1
60000773;1;10;28,6
60000773;1;11;26,3
60000773;1;12;34,0
60000773;1;13;17,2
60000773;1;14;29,5
60000773;1;15;25,9
60000773;1;16;19,1
60000773;1;17;31,0
60000773;1;19;25,0
60000773;1;20;24,9
60000775;1;1;28,4
60000775;1;2;26,1
60000775;1;3;27,8
60000775;1;4;25,9
60000775;1;5;22,9
60000775;1;7;27,0
60000775;1;8;24,2
60000775;1;9;19,4
60000775;1;10;24,9
60000775;1;11;27,1
60000775;1;12;24,7
60000775;1;13;28,1
60000775;1;14;25,4
60000775;1;15;22,4
60000775;1;16;20,7
60000775;1;17;27,8
60000775;1;19;25,6
60000775;1;20;22,1
60000775;1;21;16,8
60000775;1;22;32,5
60000775;1;23;27,7
60000775;1;24;24,6
60000775;1;25;24,5
60000775;1;26;23,8
60000775;1;27;26,9
60000775;1;28;27,1
60000775;1;29;21,7
60000775;1;30;20,3
60000775;1;32;23,0
60000775;1;33;24,0
60000775;1;34;23,4
60000778;1;1;15,0
60000778;1;2;14,9
60000778;1;3;18,8
60000778;1;4;18,0
60000778;1;5;15,2
60000778;1;6;11,7
60000778;1;7;11,9
60000778;1;8;16,7
60000778;1;9;12,3
60000778;1;10;11,7
60000778;1;11;20,5
60000778;1;12;9,9
60000781;1;1;15,6
60000781;1;2;20,2
60000781;1;3;21,6
60000781;1;4;18,1
60000781;1;5;20,6
60000781;1;6;15,3
60000781;1;7;17,4
60000781;1;8;22,9
60000781;1;9;22,6
60000781;1;10;23,9
60000782;1;1;9,2
60000782;1;2;24,4
60000782;1;3;20,2
60000782;1;4;21,7
60000782;1;5;23,0
60000782;1;6;12,3
60000782;1;7;9,1
60000782;1;8;7,4
60000782;1;9;7,1
60000782;1;10;12,5
60000782;1;11;12,5
60000782;1;12;15,5
60000788;1;1;18,9
60000788;1;2;27,6
60000788;1;3;27,4
60000788;1;4;21,5
60000788;1;5;21,7
60000788;1;6;28,8
60000788;1;7;27,4
60000788;1;8;30,6
60000788;1;9;24,0
60000788;1;10;24,9
60000788;1;11;22,5
60000788;1;12;21,6
60000788;1;13;18,6
60000788;1;14;25,9
60000788;1;15;13,6
60000788;1;16;27,7
60000788;1;17;27,9
60000788;1;18;23,8
60000788;1;19;26,0
60000788;1;20;24,3
60000788;1;21;28,8
60000788;1;22;23,7
60000788;1;23;28,9
60000788;1;24;23,6
60000788;1;25;26,0
60000788;1;26;20,7
60000788;1;27;23,7
60000788;1;28;27,4
60000788;1;29;22,4
60000788;1;30;14,6
60000791;1;1;27,4
60000791;1;2;32,5
60000791;1;3;32,3
60000791;1;4;23,7
60000791;1;5;21,0
60000791;1;6;29,6
60000791;1;7;32,3
60000791;1;8;29,0
60000791;1;9;30,9
60000791;1;10;29,1
60000791;1;11;33,2
60000791;1;12;24,2
60000793;1;1;8,2
60000793;1;2;7,1
60000793;1;3;7,1
60000793;1;4;30,1
60000793;1;5;29,7
60000793;1;6;32,7
60000793;1;7;31,6
60000793;1;8;9,1
60000794;1;1;18,3
60000794;1;2;10,9
60000794;1;3;10,2
60000794;1;4;17,0
60000794;1;5;14,5
60000794;1;6;15,7
60000794;1;7;14,5
60000794;1;8;14,1
60000794;1;9;14,8
60000794;1;10;14,2
60000794;1;11;9,6
60000794;1;12;10,3
60000794;1;13;16,0
60000794;1;14;17,3
60000794;1;15;17,5
60000794;1;16;15,1
60000794;1;17;17,0
60000794;1;18;15,7
60000794;1;19;16,6
