lokalita;plocha;kmen;mod_vys
110268699;1;4;24,5
110268699;1;5;23,8
110268699;1;6;22,8
110268699;1;7;22,6
110268699;1;8;24,6
110268699;1;9;8,4
110268699;1;10;20,6
110268699;1;11;23,4
110268699;1;12;23,7
110268699;1;13;24,0
110268699;1;14;22,4
110268699;1;15;24,2
110268699;1;16;22,8
110268699;1;17;15,7
110268699;1;18;22,3
110268699;1;19;24,5
110270686;1;1;27,6
110270686;1;2;29,0
110270686;1;3;26,5
110270694;1;5;36,3
110270694;1;6;27,3
110270694;1;7;26,2
110270694;1;9;19,2
110270694;1;10;13,0
110270694;1;12;22,7
110270694;1;13;11,9
110270694;1;15;23,4
110270694;1;16;24,7
110274676;1;1;25,3
110274676;1;2;27,0
110274676;1;5;16,3
110275702;1;1;27,8
110275702;1;2;29,4
110275702;1;3;32,1
110275702;1;4;31,6
110275702;1;5;19,5
110275702;1;6;15,0
110275702;1;7;27,2
110275702;1;8;25,1
110275702;1;9;17,5
110275702;1;10;13,6
110275702;1;11;27,1
110275702;1;12;24,6
110275702;1;13;18,4
110275702;1;14;21,5
110276711;1;1;27,2
110276711;1;2;31,7
110276711;1;3;34,9
110276711;1;4;34,4
110276711;1;5;35,0
110277696;1;1;21,8
110277696;1;2;18,8
110277696;1;3;18,7
110277696;1;4;27,9
110277696;1;5;24,5
110277696;1;6;14,1
110277696;1;7;25,6
110277696;1;8;31,7
110277696;1;9;29,0
110277696;1;10;23,4
110277696;1;11;28,8
110277696;1;12;30,3
110277696;1;13;30,6
110277696;1;14;29,5
110277696;1;15;29,4
110278689;1;1;7,4
110278689;1;2;9,2
110278689;1;3;9,0
110278689;1;4;26,6
110278689;1;5;25,3
110278689;1;6;26,0
110279729;1;1;11,4
110281720;1;1;29,9
110284690;1;1;29,2
110284690;1;2;26,4
110284690;1;3;27,2
110284714;1;1;29,4
110284714;1;2;26,6
110284714;1;3;28,1
110285741;1;1;7,6
110285741;1;2;8,7
110285741;1;3;8,3
110286702;1;1;27,6
110286702;1;2;26,6
110286702;1;3;28,4
110286702;1;4;29,9
110286702;1;5;28,6
110286702;1;6;27,8
110286702;1;7;26,9
110286702;1;8;19,9
110286702;1;9;28,5
110286702;1;10;28,2
110286702;1;11;30,4
110288737;1;1;7,3
110289727;1;1;21,3
110289727;1;2;22,7
110289727;1;3;14,7
110289727;1;4;25,2
110289727;1;5;25,2
110289727;1;6;23,2
110289727;1;7;24,2
110289727;1;8;28,1
110289727;1;9;19,9
110292699;1;1;17,7
110292723;1;1;28,3
110292723;1;2;27,8
110292723;1;3;28,3
110292723;1;4;27,3
110292723;1;5;28,7
110293749;1;1;24,9
110293749;1;2;25,7
110293749;1;3;27,4
110293749;1;4;21,4
110293749;1;5;29,6
110293749;1;6;23,5
110293749;1;7;20,7
110293749;1;8;28,4
110293749;1;9;22,2
110293749;1;10;25,4
110293749;1;11;26,5
110293749;1;12;28,2
110293749;1;13;24,6
110293749;1;14;24,6
110293749;1;15;18,4
110293749;1;16;26,5
110293749;1;17;26,9
110294718;1;1;32,1
110294718;1;2;32,0
110294718;1;3;33,3
110294718;1;4;30,6
110294718;1;5;30,9
110294718;1;6;12,5
110294718;1;7;29,9
110294718;1;8;27,9
110294718;1;9;26,7
110294718;1;10;33,4
110294718;1;11;21,2
110294718;1;12;29,5
110294718;1;13;20,5
110294718;1;14;23,3
110294718;1;15;23,4
110296744;1;2;31,3
110298759;1;1;25,7
110298759;1;2;26,0
110298759;1;3;25,0
110298759;1;4;10,9
110300728;1;1;26,0
110300728;1;2;26,5
110300728;1;3;24,7
110300728;1;4;25,6
110300728;1;5;26,6
110300728;1;6;17,9
110300728;1;7;25,0
110300728;1;8;18,5
110300728;1;9;23,9
110300728;1;10;26,7
110300728;1;11;25,6
110300728;1;12;25,3
110300736;1;1;25,3
110300736;1;2;25,5
110300736;1;3;24,3
110300736;1;4;37,5
110300736;1;5;28,5
110300736;1;6;29,8
110300736;1;7;21,3
110300736;1;8;29,3
110300736;1;9;34,2
110300736;1;10;26,2
110300736;1;11;22,1
110301719;1;1;28,5
110301719;1;2;26,7
110301719;1;3;26,5
110301719;1;4;27,0
110301719;1;5;28,6
110301719;1;6;25,1
110301719;1;7;28,1
110301719;1;8;27,9
110301719;1;9;25,1
110301719;1;10;28,7
110301719;1;11;28,3
110301719;1;12;27,1
110301719;1;13;26,1
110301719;1;14;18,6
110301743;1;2;29,1
110301743;1;3;29,3
110301743;1;4;31,5
110301743;1;5;29,9
110301743;1;6;31,0
110301743;1;7;32,4
110301743;1;8;31,6
110307739;1;1;30,3
110307739;1;2;27,7
110307739;1;3;29,6
110307739;1;4;27,2
110307739;1;5;27,8
110307739;1;6;29,5
110307739;1;7;27,6
110307739;1;8;27,2
110307739;1;9;32,6
110307739;1;10;17,7
110307739;1;11;31,2
110307739;1;12;29,1
110307739;1;13;29,5
110307739;1;14;29,2
110307739;1;15;26,3
110307739;1;16;30,3
110308772;1;1;5,5
110308772;1;2;5,8
110308772;1;3;10,6
110308772;1;4;9,5
110308772;1;5;5,5
110308772;1;6;11,7
110308772;1;7;11,0
110308772;1;8;11,3
110308772;1;9;14,3
110308772;1;10;12,4
110308772;1;11;11,1
110308772;1;12;11,2
110308772;1;13;9,7
110308772;1;14;12,4
110309766;1;1;29,4
110310735;1;1;20,3
110310735;1;2;22,2
110310735;1;3;28,2
110310735;1;4;18,7
110310735;1;5;22,5
110310735;1;6;30,8
110310735;1;7;29,9
110310735;1;8;19,9
110310735;1;9;20,7
110312760;1;1;33,0
110312760;1;2;33,4
110312760;1;3;33,6
110312760;1;4;25,4
110312760;1;5;33,7
110312760;1;6;33,3
110312760;1;7;30,2
110312760;1;8;33,1
110312760;1;9;35,5
110312760;1;10;31,6
110312760;1;11;29,5
110312760;1;12;33,4
110312760;1;13;36,1
110312760;1;14;33,5
110312760;1;15;34,5
110313751;1;1;8,8
110315777;1;1;7,9
110315777;1;2;9,2
110315777;1;3;7,5
110315777;1;4;7,3
110315777;1;5;7,9
110315777;1;6;23,7
110315777;1;7;24,2
110315777;1;11;12,7
110317772;1;1;33,7
110317772;1;2;32,5
110317772;1;3;32,6
110317772;1;4;33,9
110317772;1;5;34,3
110317772;1;6;33,3
110317772;1;7;30,3
110317772;1;8;31,9
110317772;1;9;30,4
110317772;1;10;31,5
110325699;1;1;20,4
110325699;1;2;17,3
110325699;1;3;13,7
110325699;1;4;19,4
110325699;1;5;16,1
110325699;1;6;19,2
110325699;1;7;13,9
110325699;1;8;14,3
110325699;1;9;13,9
110325699;1;10;17,3
110325699;1;11;15,8
110325699;1;12;16,1
110325779;1;1;27,2
110325779;1;2;22,6
110325779;1;3;28,0
110325779;1;4;27,6
110325779;1;5;17,1
110325779;1;6;31,3
110325779;1;7;28,9
110325779;1;8;28,8
110325779;1;9;29,1
110325779;1;10;29,7
110333787;1;1;21,0
110333787;1;2;24,6
110333787;1;3;19,1
110333787;1;4;25,6
110333787;1;5;25,3
110333787;1;6;24,3
110333787;1;7;27,0
110333787;1;8;15,5
110333787;1;9;20,6
110333787;1;10;23,4
110333787;1;11;23,5
110333787;1;12;14,2
110333787;1;13;24,7
110333787;1;14;26,3
110333787;1;15;24,3
110333787;1;16;24,3
110406993;1;1;21,1
110406993;1;2;22,0
110406993;1;3;22,2
110406993;1;4;13,0
110406993;1;5;22,9
110406993;1;6;13,2
110406993;1;7;20,6
110406993;1;9;12,2
110406993;1;10;20,3
110406993;1;11;13,3
110406993;1;12;20,0
110406993;1;13;21,8
110406993;1;14;22,0
110406993;1;15;21,7
110414997;1;1;24,3
110414997;1;2;25,2
110414997;1;3;24,6
110414997;1;4;22,8
110414997;1;5;25,3
110414997;1;6;22,1
110414997;1;7;21,5
110414997;1;8;22,4
110414997;1;9;23,3
110414997;1;10;24,6
110414997;1;11;25,0
110414997;1;12;25,3
110414997;1;13;25,0
110414997;1;14;23,7
110414997;1;15;19,4
110414997;1;16;21,4
110414997;1;17;23,6
110414997;1;18;24,8
110414997;1;19;23,5
110417007;1;1;22,8
110417007;1;2;20,5
110417007;1;3;18,8
110417007;1;4;24,1
110417007;1;5;22,6
110417007;1;6;19,2
110417007;1;7;17,3
110417007;1;8;24,3
110417007;1;9;23,2
110417007;1;10;22,9
110417993;1;1;23,1
110417993;1;2;22,5
110417993;1;3;22,8
110417993;1;4;23,4
110417993;1;5;29,0
110417993;1;6;16,8
110417993;1;7;22,1
110417993;1;8;18,4
110417993;1;9;20,5
110417993;1;10;15,1
110423004;1;1;24,3
110423004;1;2;20,5
110423004;1;3;24,4
110423004;1;4;19,0
110423004;1;5;24,0
110423004;1;6;23,2
110423004;1;7;20,9
110423004;1;8;13,7
110423004;1;9;25,7
110423004;1;10;18,5
110425014;1;1;19,8
110425014;1;2;18,2
110425014;1;3;18,5
110425014;1;4;14,1
110425014;1;5;18,2
110425014;1;6;19,4
110425014;1;7;17,9
110425014;1;8;21,5
110425014;1;9;20,2
110425014;1;10;18,1
110425014;1;11;11,4
110425014;1;12;17,8
110425014;1;13;21,2
110431587;1;1;29,0
110431587;1;2;27,1
110431587;1;3;33,2
110431587;1;4;35,3
110432011;1;2;24,5
110432011;1;3;23,2
110432011;1;4;22,9
110432011;1;5;23,8
110432011;1;6;23,7
110432011;1;7;14,1
110432011;1;8;20,1
110432011;1;9;22,3
110432011;1;10;23,6
110432011;1;11;18,5
110432011;1;12;23,3
110432011;1;13;23,1
110432011;1;14;24,0
110432580;1;1;8,2
110432580;1;2;8,2
110434007;1;1;20,5
110434007;1;2;19,6
110434007;1;3;20,2
110434007;1;4;19,4
110434007;1;5;21,2
110434007;1;6;20,5
110434007;1;7;19,7
110434007;1;8;20,2
110434007;1;9;19,4
110434608;1;1;19,9
110434608;1;2;10,6
110434608;1;3;11,7
110434608;1;4;11,2
110434608;1;5;11,8
110434608;1;6;12,2
110435578;1;1;27,6
110435578;1;2;29,3
110435578;1;3;29,0
110435578;1;4;24,8
110435578;1;5;29,6
110435578;1;6;24,8
110435578;1;7;26,6
110435578;1;8;22,9
110435602;1;1;13,3
110435602;1;2;11,0
110435602;1;3;11,4
110435602;1;4;13,3
110435602;1;5;10,3
110435602;1;6;11,2
110435602;1;7;12,3
110435602;1;8;11,3
110435602;1;9;9,3
110435602;1;10;10,3
110435602;1;11;9,3
110435602;1;12;9,5
110435602;1;13;10,5
110435602;1;14;13,2
110435602;1;15;13,8
110435602;1;16;10,2
110435602;1;17;8,7
110435602;1;18;12,0
110435602;1;19;9,7
110435602;1;20;8,5
110435602;1;21;10,1
110435602;1;22;15,3
110435602;1;23;14,9
110435602;1;24;12,7
110435602;1;25;11,5
110435602;1;26;11,3
110435602;1;27;12,0
110435602;1;28;12,8
110435602;1;29;9,9
110435602;1;30;11,9
110435602;1;31;13,1
110437587;1;1;9,8
110437587;1;2;8,7
110437587;1;3;12,9
110437587;1;4;5,2
110437587;1;7;10,1
110439020;1;1;32,7
110439020;1;2;17,8
110439020;1;3;19,3
110439020;1;4;16,2
110439020;1;5;23,3
110439020;1;6;31,0
110439020;1;7;27,8
110439020;1;8;19,4
110439020;1;9;19,7
110439020;1;10;21,5
110439020;1;11;18,9
110439020;1;12;21,0
110439020;1;13;17,3
110439020;1;14;19,7
110440575;1;1;17,9
110440575;1;2;18,9
110440575;1;3;14,0
110440575;1;4;17,8
110440575;1;5;19,5
110440575;1;6;19,4
110440575;1;7;18,6
110440575;1;8;11,7
110440575;1;9;20,7
110440575;1;10;19,9
110440575;1;11;20,8
110440575;1;12;13,8
110440575;1;13;18,4
110440575;1;14;20,1
110440575;1;15;20,3
110440575;1;16;17,7
110440575;1;17;20,2
110440575;1;18;20,4
110440575;1;19;16,7
110440599;1;1;23,9
110440599;1;2;26,1
110440599;1;3;23,9
110440599;1;4;25,0
110440599;1;5;25,7
110440599;1;6;23,8
110440599;1;7;23,9
110440599;1;8;27,7
110440599;1;9;15,7
110440599;1;10;19,5
110440599;1;11;26,5
110440599;1;12;25,7
110441031;1;1;19,1
110441031;1;2;14,1
110441031;1;3;14,4
110441031;1;4;13,8
110441031;1;5;16,3
110441031;1;6;19,6
110441031;1;7;17,5
110442017;1;1;19,8
110442017;1;2;18,3
110442017;1;3;18,5
110442017;1;4;18,5
110442017;1;5;16,8
110442017;1;6;16,1
110442017;1;7;13,5
110442017;1;8;18,5
110442017;1;9;19,1
110442017;1;10;20,1
110442017;1;11;17,8
110442017;1;12;16,2
110442017;1;13;15,7
110442017;1;14;17,3
110442017;1;15;16,8
110442017;1;16;14,3
110442017;1;17;12,6
110443612;1;1;27,2
110443612;1;2;27,2
110443612;1;3;19,8
110443612;1;4;17,6
110443612;1;5;24,8
110443612;1;6;18,4
110443612;1;7;24,6
110444589;1;3;6,1
110444589;1;7;12,2
110444589;1;9;11,4
110444589;1;10;5,0
110444589;1;11;9,0
110445595;1;1;11,2
110445595;1;3;29,5
110445595;1;4;28,3
110445595;1;5;11,8
110445595;1;6;28,9
110445595;1;7;24,2
110447573;1;2;10,3
110447573;1;3;14,7
110447573;1;4;13,5
110447573;1;5;17,9
110447573;1;6;12,3
110447573;1;7;14,2
110447573;1;8;14,5
110447573;1;9;13,5
110447573;1;10;15,1
110447573;1;11;16,3
110447573;1;12;14,3
110447573;1;13;14,8
110447573;1;14;9,4
110447573;1;15;17,4
110447573;1;16;21,7
110447573;1;17;14,2
110448582;1;1;23,7
110448582;1;2;24,7
110448582;1;3;17,9
110448582;1;4;22,9
110448582;1;5;24,8
110448582;1;6;13,5
110448582;1;7;23,5
110448582;1;8;23,5
110448582;1;9;25,1
110448582;1;10;22,3
110448582;1;11;21,2
110448582;1;12;19,8
110448582;1;13;13,8
110448582;1;14;23,7
110448582;1;15;23,5
110448606;1;1;29,7
110448606;1;2;30,4
110448606;1;3;24,8
110448606;1;4;27,7
110448606;1;5;27,2
110448606;1;6;27,8
110448606;1;7;29,7
110448606;1;8;22,9
110448606;1;9;23,2
110448606;1;10;23,7
110448606;1;11;18,7
110449589;1;1;32,1
110449589;1;2;30,2
110449589;1;3;34,0
110449589;1;4;20,2
110449589;1;5;28,1
110449589;1;6;19,5
110449589;1;7;29,8
110449589;1;8;28,1
110449589;1;9;29,1
110451616;1;1;24,6
110451616;1;2;14,7
110451616;1;3;22,3
110451616;1;4;20,3
110451616;1;5;18,8
110451616;1;6;23,7
110451616;1;7;26,1
110451616;1;8;20,1
110451616;1;9;24,6
110451616;1;10;20,4
110451616;1;11;27,7
110451616;1;12;28,4
110451616;1;13;32,4
110451616;1;15;30,7
110454587;1;1;13,9
110454587;1;2;14,6
110454587;1;3;13,5
110454587;1;4;8,8
110454587;1;5;11,1
110454587;1;6;8,2
110454587;1;7;10,6
110454587;1;8;10,0
110454587;1;9;16,1
110454587;1;10;14,7
110454587;1;11;13,9
110454587;1;12;13,5
110454587;1;13;12,1
110454587;1;14;13,3
110454587;1;15;24,0
110455612;1;1;26,1
110455612;1;2;22,4
110455612;1;3;7,9
110455612;1;4;20,7
110455612;1;5;22,3
110455612;1;6;24,0
110455612;1;7;21,6
110455612;1;8;22,9
110455612;1;9;24,9
110456605;1;3;30,5
110456605;1;4;29,0
110456605;1;5;30,5
110456605;1;6;29,2
110456605;1;7;28,3
110456605;1;8;24,0
110456605;1;9;34,4
110456605;1;10;27,6
110456605;1;11;26,5
110456605;1;12;26,1
110456605;1;13;27,4
110456605;1;14;31,6
110459627;1;1;31,2
110459627;1;2;31,8
110459627;1;3;31,7
110459627;1;4;27,5
110459627;1;5;26,5
110459627;1;6;29,3
110459627;1;7;26,3
110459627;1;8;32,8
110459627;1;9;33,2
110459627;1;10;32,3
110461611;1;1;14,4
110461611;1;2;17,5
110461611;1;3;17,2
110461611;1;4;17,8
110461611;1;5;17,7
110461611;1;6;12,9
110461611;1;7;14,3
110461611;1;8;9,1
110461611;1;9;13,6
110461611;1;10;9,0
110461611;1;11;13,1
110461611;1;12;12,6
110461611;1;13;10,6
110461611;1;14;14,3
110461611;1;15;10,7
110461611;1;16;11,9
110461611;1;17;8,6
110464623;1;1;27,2
110464623;1;2;13,9
110464623;1;3;23,0
110464623;1;4;27,5
110464623;1;5;25,1
110464623;1;6;28,1
110464623;1;7;30,1
110464623;1;8;31,0
110464623;1;9;27,0
110464623;1;10;28,6
120158495;1;1;19,3
120158495;1;2;20,7
120158495;1;3;20,8
120158495;1;4;20,0
120158495;1;7;17,8
120158495;1;8;17,7
120158495;1;9;14,6
120158495;1;11;14,6
120158495;1;12;14,4
120162502;1;1;22,1
120162502;1;3;18,2
120162502;1;4;23,6
120162502;1;6;20,3
120162502;1;7;22,6
120162502;1;9;22,4
120162502;1;10;19,8
120164489;1;1;10,6
120164489;1;2;7,4
120164489;1;3;10,6
120164489;1;4;8,6
120164489;1;6;10,0
120164489;1;7;13,8
120164489;1;9;14,9
120164489;1;10;15,9
120164489;1;11;14,0
120164489;1;12;9,4
120164489;1;14;13,6
120164489;1;15;12,7
120167539;1;1;21,2
120167539;1;2;18,6
120167539;1;3;20,4
120167539;1;4;20,4
120167539;1;6;17,1
120167539;1;7;20,4
120167539;1;8;19,1
120167539;1;9;20,7
120167539;1;11;22,0
120167539;1;13;26,2
120169479;1;1;15,6
120169479;1;2;14,6
120169479;1;3;16,0
120169479;1;4;15,3
120169479;1;5;14,7
120169479;1;6;13,8
120169479;1;7;14,4
120169479;1;8;19,0
120169479;1;9;11,7
120169479;1;10;17,9
120169479;1;11;14,0
120169479;1;12;18,2
120169479;1;13;19,4
120169479;1;14;13,4
120169479;1;15;14,6
120169479;1;16;14,9
120169479;1;17;18,0
120169479;1;18;21,4
120169479;1;19;15,6
120169479;1;20;14,9
120169479;1;21;16,0
120169479;1;22;15,1
120169479;1;23;14,3
120169479;1;24;16,8
120169479;1;25;16,0
120169479;1;26;13,9
120169479;1;27;18,5
120169479;1;28;14,8
120169479;1;29;19,2
120169511;1;1;27,9
120169511;1;2;33,3
120169511;1;3;30,3
120169511;1;4;31,3
120169511;1;5;25,9
120169511;1;7;11,9
120169511;1;8;31,0
120169511;1;9;29,0
120169511;1;10;32,1
120169511;1;11;30,3
120169511;1;13;30,7
120169511;1;15;9,7
120169511;1;16;8,1
120169511;1;17;21,4
120169511;1;18;25,3
120169511;1;19;15,8
120169511;1;20;31,1
120169511;1;21;29,7
120169511;1;22;34,4
120169511;1;23;26,2
120169511;1;24;32,9
120169511;1;25;27,6
120169511;1;26;31,0
120169527;1;1;23,2
120169527;1;2;27,5
120169527;1;3;22,3
120169527;1;5;19,9
120169527;1;6;25,1
120169527;1;11;23,1
120169527;1;12;22,9
120169527;1;13;22,5
120170496;1;1;19,0
120170496;1;2;9,3
120170496;1;3;16,4
120170496;1;4;17,8
120170496;1;5;17,8
120170496;1;6;14,0
120170496;1;7;13,7
120170496;1;8;15,8
120170496;1;9;10,0
120170496;1;10;16,3
120170496;1;11;15,2
120170496;1;12;19,1
120170496;1;13;11,8
120170496;1;14;8,6
120170496;1;15;17,0
120170496;1;16;14,1
120170496;1;18;14,6
120171489;1;1;12,2
120171489;1;2;18,1
120171489;1;4;13,8
120171489;1;5;15,6
120171553;1;1;16,2
120171553;1;2;13,3
120171553;1;3;13,2
120171553;1;4;13,3
120171553;1;5;14,8
120171553;1;6;14,7
120171553;1;7;13,7
120171553;1;8;13,5
120171553;1;9;14,9
120171553;1;10;12,3
120171553;1;11;11,9
120171553;1;12;15,1
120172538;1;1;17,6
120172538;1;2;21,6
120172538;1;4;22,6
120172538;1;5;21,3
120174511;1;1;21,4
120174511;1;2;29,7
120174511;1;3;22,7
120174511;1;5;22,1
120174551;1;1;20,9
120174551;1;2;19,8
120174551;1;3;19,6
120174551;1;4;20,1
120174551;1;5;22,0
120174551;1;10;18,8
120174551;1;11;22,6
120174551;1;12;21,6
120176528;1;1;11,0
120176528;1;2;19,6
120176528;1;3;20,4
120176528;1;4;19,4
120176528;1;5;19,4
120176528;1;6;20,3
120176528;1;7;14,9
120178519;1;1;11,4
120178519;1;2;11,4
120178519;1;3;11,2
120178519;1;4;11,2
120178519;1;5;11,4
120178519;1;6;11,7
120178519;1;7;11,3
120178519;1;8;12,0
120178519;1;9;11,6
120178519;1;10;9,6
120178519;1;11;12,8
120178519;1;12;9,7
120178519;1;13;7,5
120178519;1;14;12,2
120178519;1;15;11,9
120178519;1;16;11,7
120178519;1;17;11,2
120178519;1;18;12,2
120178535;1;1;19,6
120178535;1;2;20,8
120178535;1;3;20,8
120178535;1;4;21,2
120178535;1;5;20,8
120178535;1;6;21,0
120178535;1;7;21,4
120178535;1;8;22,3
120178535;1;9;21,4
120178535;1;10;21,7
120178535;1;11;21,1
120178535;1;12;14,7
120178543;1;1;26,5
120178543;1;2;25,6
120178543;1;3;12,3
120178543;1;4;24,8
120178543;1;5;26,0
120178543;1;6;26,5
120180497;1;1;12,9
120180497;1;3;11,7
120180505;1;1;9,1
120180505;1;2;12,2
120180505;1;3;27,0
120180505;1;5;14,9
120180505;1;6;18,1
120180505;1;8;13,2
120180505;1;9;10,5
120180505;1;10;6,9
120180505;1;11;12,3
120180505;1;12;12,6
120180505;1;13;20,9
120180505;1;14;20,7
120180505;1;15;12,8
120180505;1;16;12,0
120180505;1;17;15,3
120180505;1;19;16,3
120180505;1;22;13,9
120180505;1;23;19,1
120180505;1;25;12,8
120180505;1;26;12,2
120180505;1;27;12,0
120180505;1;28;12,5
120180505;1;29;25,3
120180505;1;30;27,3
120182515;1;1;20,2
120182515;1;3;20,9
120182515;1;4;26,1
120182515;1;5;18,6
120182515;1;6;26,5
120182515;1;7;22,5
120182515;1;8;21,1
120182515;1;9;22,2
120182515;1;10;20,6
120182515;1;11;25,4
120182515;1;12;15,6
120182515;1;13;29,4
120182515;1;14;22,0
120182515;1;15;35,9
120182515;1;16;29,6
120182515;1;18;17,9
120182515;1;19;28,0
120182515;1;20;23,0
120182515;1;21;29,1
120182515;1;22;23,2
120182515;1;23;29,9
120183556;1;1;21,9
120183556;1;2;24,4
120183556;1;3;26,2
120183556;1;4;28,8
120183556;1;5;29,1
120183556;1;6;20,4
120183556;1;7;25,5
120183556;1;8;26,6
120183556;1;9;16,7
120183556;1;10;15,6
120183556;1;11;27,3
120183556;1;12;23,7
120183556;1;13;22,1
120183556;1;14;27,5
120183556;1;15;20,7
120183556;1;16;21,0
120183556;1;17;13,6
120183556;1;18;28,0
120183556;1;19;20,9
120183556;1;20;26,6
120183556;1;21;28,2
120183556;1;22;12,2
120183556;1;23;28,1
120183556;1;24;21,0
120183556;1;25;15,2
120183556;1;26;28,0
120183556;1;27;24,5
120183556;1;28;22,2
120184533;1;1;15,5
120184533;1;2;26,1
120184533;1;3;24,4
120184533;1;4;23,2
120184533;1;5;26,4
120184533;1;6;31,7
120184533;1;7;24,1
120184533;1;8;20,0
120184533;1;10;26,1
120184533;1;14;20,9
120185513;1;1;9,3
120185513;1;2;16,3
120185513;1;3;15,8
120185513;1;4;14,2
120185513;1;5;15,8
120185513;1;6;13,6
120185513;1;7;12,7
120185513;1;8;14,0
120185513;1;9;7,3
120185513;1;10;9,3
120185513;1;11;8,3
120185513;1;12;17,0
120185513;1;13;14,3
120185513;1;14;13,9
120185513;1;15;15,5
120185513;1;16;8,5
120185513;1;17;10,0
120185513;1;18;16,0
120185513;1;19;15,8
120185513;1;20;14,7
120185513;1;21;20,1
120185513;1;22;16,7
120185513;1;23;7,3
120185513;1;24;15,1
120185513;1;25;13,1
120186530;1;1;24,5
120186530;1;2;12,2
120186530;1;3;13,5
120186530;1;4;8,3
120186530;1;5;15,4
120186530;1;6;18,5
120186530;1;7;23,5
120186530;1;9;25,5
120186530;1;10;17,2
120186530;1;11;21,8
120186530;1;12;13,0
120186530;1;13;17,6
120186530;1;14;11,1
120186530;1;15;9,9
120186530;1;16;20,8
120186530;1;17;23,1
120186530;1;19;21,6
120187556;1;1;27,9
120187556;1;2;20,8
120192544;1;1;25,2
120192544;1;3;29,2
120192544;1;5;27,7
120192544;1;6;24,8
120192544;1;7;26,3
120192544;1;8;19,4
120192544;1;11;30,3
120192544;1;12;27,3
120192544;1;14;25,3
120192544;1;15;26,9
120194551;1;1;18,6
120194551;1;2;15,9
120194551;1;3;17,3
120194551;1;4;13,9
120194551;1;5;10,9
120194551;1;6;12,9
120194551;1;7;12,2
120194551;1;8;26,4
120194551;1;9;14,2
120194551;1;10;17,8
120194551;1;11;25,6
120200548;1;1;16,2
120200548;1;2;18,9
120200548;1;3;12,8
120200548;1;4;8,5
120200548;1;5;16,5
120200548;1;6;14,8
120200548;1;7;17,5
120299463;1;1;14,8
120299463;1;2;17,9
120299463;1;7;14,9
120299463;1;8;14,5
120299463;1;9;14,4
120299463;1;10;14,1
120299463;1;11;15,9
120299463;1;12;18,3
120299463;1;13;17,4
120299463;1;14;25,2
120299463;1;16;20,3
120299463;1;17;27,8
120299463;1;18;14,9
120300808;1;1;6,3
120300808;1;2;18,6
120300808;1;3;16,6
120304459;1;1;25,8
120304459;1;2;30,3
120304459;1;3;12,4
120304459;1;4;11,8
120304459;1;5;18,1
120304459;1;6;10,3
120304459;1;7;9,6
120304459;1;8;7,6
120306810;1;1;10,9
120306810;1;2;11,8
120306810;1;3;14,6
120306810;1;4;13,7
120306810;1;5;12,3
120306810;1;6;12,6
120306810;1;7;10,1
120306810;1;8;18,3
120306810;1;9;13,1
120306810;1;10;13,5
120306810;1;11;15,7
120306810;1;12;10,8
120306810;1;13;13,5
120306810;1;14;13,7
120306810;1;15;12,5
120306810;1;16;7,3
120306810;1;17;15,1
120306810;1;18;16,4
120306810;1;19;12,5
120306810;1;20;16,6
120306810;1;21;16,0
120307475;1;1;26,3
120307475;1;3;22,0
120307475;1;5;22,0
120307475;1;6;33,0
120307475;1;8;23,0
120307475;1;9;23,1
120307475;1;10;14,5
120307475;1;12;21,6
120307475;1;13;17,9
120307475;1;14;21,5
120307475;1;15;22,8
120307475;1;16;17,9
120307475;1;18;19,3
120307475;1;19;23,5
120308452;1;1;21,7
120308452;1;2;15,3
120308452;1;3;16,4
120310463;1;1;27,9
120310463;1;5;11,4
120310463;1;6;24,7
120310463;1;7;14,3
120310463;1;8;11,9
120310463;1;9;11,4
120310463;1;10;24,8
120310463;1;14;7,3
120310463;1;15;27,3
120314488;1;6;19,0
120314488;1;7;20,5
120314488;1;8;18,3
120314488;1;9;16,2
120314488;1;10;15,6
120314488;1;11;22,2
120314488;1;12;9,7
120314488;1;13;11,8
120314488;1;14;20,9
120314488;1;15;13,1
120314488;1;16;15,0
120314488;1;17;26,2
120315457;1;1;23,3
120315457;1;2;24,7
120315457;1;3;21,7
120315457;1;4;23,8
120315457;1;5;18,2
120315457;1;6;18,9
120315457;1;7;25,2
120315457;1;8;19,8
120315457;1;9;15,3
120315457;1;10;29,1
120315457;1;11;28,9
120315457;1;12;19,0
120315457;1;13;21,6
120315457;1;14;14,4
120315457;1;15;23,8
120315457;1;16;19,6
120315481;1;1;12,2
120315481;1;2;21,3
120315481;1;3;16,8
120315481;1;4;18,7
120317468;1;1;24,3
120317468;1;2;17,0
120317468;1;3;21,1
120317468;1;4;22,2
120317468;1;5;17,2
120317468;1;6;20,6
120317468;1;7;15,6
120317468;1;8;22,9
120317468;1;9;16,1
120317468;1;12;24,8
120317468;1;13;18,2
120317468;1;14;17,7
120317468;1;18;20,2
120317468;1;19;21,3
120317468;1;20;23,9
120317468;1;21;24,3
120320478;1;1;23,3
120320478;1;3;28,8
120320478;1;4;18,8
120320478;1;6;37,4
120320478;1;9;35,5
120320478;1;11;34,6
120320478;1;13;38,1
120320478;1;14;11,3
120320478;1;15;16,4
120320478;1;16;17,6
120322498;1;1;7,4
120322498;1;2;16,1
120322498;1;3;24,3
120322498;1;4;27,3
120322498;1;5;27,2
120322498;1;6;25,1
120322498;1;7;13,2
120322498;1;8;13,6
