lokalita;plocha;kmen;dr_zkr;x_m;y_m;azimut_km;vzd_km;opak_ident_km;parez;pol_parez;vyklizeni_km;sous;zlom_vyvrat;dvojak;kmen_pred;parez_pred;sous_pred;zlom_vyvrat_pred;tloustka_km;mvyska;mod_vys;tloustka_km_pred;mvyska_pred;mod_vys_pred;pno;pno_pred;vzornik2;vzornik2_pred;d13_depl;mod_vys_depl;pozn_km
70373036;1;3;HB;1,93;2,45;38,2;3,12;;100;;;100;100;100;0;;;;12,4;0,0;12,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;4;HB;0,92;2,55;19,8;2,71;;100;;;100;100;100;0;;;;11,4;11,6;11,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;5;JR;0,86;1,68;27,1;1,89;;100;;;100;100;100;0;;;;7,3;11,3;8,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;6;HB;1,45;1,55;43,1;2,12;;100;;;100;100;100;0;;;;10,6;0,0;11,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;7;HB;2,34;0,62;75,2;2,42;;100;;;100;100;100;0;;;;13,8;12,7;13,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;8;BK;5,77;-1,4;103,6;5,94;;100;;;100;100;100;0;;;;15,8;0,0;18,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;9;HB;6,27;1,36;77,8;6,42;;100;;;100;100;100;0;;;;13,2;0,0;12,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;10;BK;1,1;-1,78;148,3;2,09;;100;;;100;100;100;0;;;;8,4;0,0;10,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;11;BK;0,06;-1,19;177,1;1,19;;100;;;100;100;100;0;;;;7,5;10,8;9,5;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373036;1;12;BK;-1,0;0,07;274,0;1,0;;100;;;100;100;100;0;;;;8,8;11,1;11,3;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373036;1;13;BK;-2,64;-1,19;245,7;2,9;;100;;;100;100;100;0;;;;8,2;0,0;10,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;14;BK;-1,52;-1,98;217,5;2,5;;100;;;100;100;100;0;;;;8,6;0,0;11,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;15;HB;-2,95;-4,67;212,3;5,52;;300;100;100;100;100;100;0;;;;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;16;HB;2,76;-3,82;144,2;4,71;;300;100;100;100;100;100;0;;;;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;17;HB;1,66;1,58;46,4;2,29;;300;100;100;100;100;100;0;;;;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;18;HB;1,46;1,9;37,5;2,4;;300;100;100;100;100;100;0;;;;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;19;HB;-2,38;0,78;288,1;2,5;;300;100;100;100;100;100;0;;;;10,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373036;1;20;SM;1,48;8,43;10,0;8,56;;200;100;100;100;100;100;0;;;;41,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;1;MD;1,69;-10,09;170,5;10,23;;100;;;100;100;100;0;;;;34,0;0,0;31,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;2;MD;2,63;-7,79;161,3;8,22;;100;;;100;100;100;0;;;;34,7;0,0;31,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;3;DBZ;9,21;-6,3;124,4;11,16;;100;;;100;200;100;0;;;;61,5;0,0;28,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;4;MD;8,66;-3,64;112,8;9,39;;100;;;100;100;100;0;;;;67,3;32,6;36,4;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;5;MD;5,71;-1,68;106,4;5,95;;100;;;100;100;100;0;;;;40,4;35,7;33,1;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;6;BK;7,44;0,16;88,8;7,44;;100;;;100;100;100;0;;;;38,2;0,0;27,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;7;BK;4,89;1,6;71,9;5,15;;100;;;100;100;100;0;;;;58,5;30,9;31,3;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;8;MD;1,66;-1,19;125,6;2,04;;100;;;100;100;100;0;;;;37,7;34,1;32,5;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;9;MD;0,93;-2,97;162,6;3,11;;200;100;100;100;100;100;0;;;;31,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;10;BK;3,1;5,33;30,2;6,17;;100;;;100;100;100;0;;;;20,6;17,3;20,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;11;DBZ;-2,97;2,98;315,1;4,21;;100;;;100;100;200;0;;;;50,0;29,0;27,4;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;12;DBZ;-3,56;3,13;311,3;4,74;;100;;;100;100;100;0;;;;38,0;25,7;25,4;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70373052;1;13;HB;-0,25;9,29;358,5;9,29;;100;;;100;200;100;0;;;;45,2;0,0;28,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;14;MD;-5,19;7,7;326,0;9,29;;100;;;100;100;100;0;;;;46,5;0,0;34,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;15;MD;-7,58;5,9;307,9;9,61;;100;;;100;100;100;0;;;;51,0;0,0;34,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;16;MD;-11,73;2,49;282,0;11,99;;100;;;100;100;100;0;;;;47,6;0,0;34,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;17;MD;-11,92;-1,33;263,6;11,99;;100;;;100;100;100;0;;;;47,0;0,0;34,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70373052;1;18;BK;-4,14;-6,51;212,5;7,71;;100;;;100;100;100;0;;;;72,5;36,6;32,8;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70374590;1;1;DBZ;0,24;1,36;10,0;1,38;;100;;;100;100;100;0;;;;31,9;23,4;23,6;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;A
70374590;1;2;DBZ;-0,48;3,41;352,0;3,44;;300;100;100;100;100;100;0;;;;24,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;P
70374590;1;3;HB;1,48;2,98;26,4;3,33;;100;;;100;100;100;0;;;;20,7;17,4;17,3;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;A
70374590;1;4;JD;10,88;4,55;67,3;11,79;;100;;;100;100;100;0;;;;54,4;0,0;28,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;5;BK;10,13;-4,92;115,9;11,26;;100;;;100;100;100;0;;;;47,4;0,0;29,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;6;BK;8,06;-6,53;129,0;10,37;;100;;;100;100;200;0;;;;30,3;0,0;25,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;7;BK;7,76;-6,74;131,0;10,28;;100;;;100;100;200;0;;;;30,7;0,0;25,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;DVOJAK DO 1,3
70374590;1;8;DBZ;4,0;-4,52;138,5;6,04;;100;;;100;100;100;0;;;;42,3;27,5;25,8;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;A
70374590;1;9;HB;2,88;-6,07;154,6;6,72;;100;;;100;100;100;0;;;;19,0;0,0;16,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;10;HB;0,91;-3,52;165,5;3,64;;100;;;100;100;100;0;;;;21,4;17,5;17,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;A
70374590;1;11;DBZ;-2,27;-10,44;192,3;10,68;;100;;;100;100;100;0;;;;31,9;0,0;23,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;12;HB;-2,4;-5,85;202,3;6,32;;100;;;100;100;100;0;;;;20,2;0,0;17,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;13;HB;-3,62;-5,49;213,4;6,58;;100;;;100;100;100;0;;;;30,3;0,0;20,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;14;HB;-2,49;-3,37;216,5;4,19;;100;;;100;100;100;0;;;;12,5;0,0;12,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;15;MD;-8,13;1,43;280,0;8,25;;100;;;100;100;100;0;;;;47,0;31,0;31,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;a
70374590;1;16;BK;-6,35;2,47;291,3;6,81;;100;;;100;100;100;0;;;;18,7;0,0;19,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;17;BK;-3,55;4,02;318,6;5,36;;100;;;100;100;100;0;;;;28,5;0,0;24,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;18;DBZ;-4,2;6,07;325,3;7,38;;100;;;100;100;100;0;;;;31,4;0,0;23,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;19;BK;-8,31;7,91;313,6;11,47;;300;100;100;100;100;100;0;;;;50,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374590;1;20;DBZ;-2,36;9,91;346,6;10,19;;100;;;100;100;100;0;;;;32,2;0,0;23,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374590;1;21;MD;-0,5;9,29;356,9;9,3;;200;100;100;100;100;100;0;;;;36,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;1;BK;-1,11;0,58;297,6;1,25;;100;;;100;100;100;0;;;;26,7;21,0;21,7;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;a
70374710;1;2;DBZ;-3,77;3,25;310,8;4,98;;100;;;100;100;100;0;;;;31,0;25,7;24,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;a
70374710;1;3;BK;-1,62;3,21;333,2;3,6;;100;;;100;100;100;0;;;;13,9;0,0;15,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;4;BK;0,12;5,3;1,3;5,3;;100;;;100;100;100;0;;;;14,6;0,0;15,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;5;BK;2,6;7,12;20,1;7,58;;100;;;100;100;100;0;;;;30,9;0,0;23,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;6;BK;3,33;3,01;47,9;4,49;;100;;;100;100;100;0;;;;12,9;0,0;14,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;7;BK;4,43;4,74;43,1;6,49;;100;;;100;100;100;0;;;;13,2;0,0;14,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;8;BK;6,21;4,52;54,0;7,68;;300;100;100;100;100;100;0;;;;31,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;9;BK;4,51;1,67;69,7;4,81;;300;100;100;100;100;100;0;;;;16,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;10;MD;3,85;-3,65;133,5;5,31;;100;;;100;100;100;0;;;;36,4;30,3;29,8;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;a
70374710;1;11;BK;0,54;1,83;16,4;1,91;;100;;;300;100;100;0;;;;17,1;0,0;17,3;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70374710;1;12;BK;-0,19;-2,54;184,3;2,55;;100;;;100;100;100;0;;;;24,0;21,2;20,8;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;a
70374710;1;13;BK;-1,12;-3,75;196,6;3,91;;100;;;100;100;100;0;;;;18,8;0,0;18,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;14;MD;1,89;-3,41;151,0;3,9;;200;100;100;100;100;100;0;;;;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;15;BK;-1,61;-5,62;196,0;5,85;;100;;;100;100;100;0;;;;24,1;0,0;20,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;16;BK;0,19;-5,92;178,2;5,92;;300;100;100;100;100;100;0;;;;20,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;17;BK;2,78;-8,14;161,1;8,6;;100;;;100;100;100;0;;;;35,0;0,0;24,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;18;BK;-2,76;-2,36;229,5;3,63;;100;;;100;100;100;0;;;;21,3;19,2;19,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;a
70374710;1;19;DBZ;-4,17;-1,52;250,0;4,44;;100;;;100;100;100;0;;;;24,2;0,0;21,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;20;BK;-5,79;-2,21;249,1;6,2;;100;;;100;100;100;0;;;;14,3;0,0;15,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;21;BK;-6,24;-0,03;269,7;6,24;;100;;;100;100;100;0;;;;23,7;0,0;20,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374710;1;22;BK;-6,81;-0,22;268,1;6,81;;300;100;100;100;100;100;0;;;;18,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70374710;1;23;BK;-5,04;1,22;283,6;5,19;;100;;;300;100;100;0;;;;12,1;0,0;13,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;1;DG;2,37;9,53;14,0;9,82;;100;;;100;100;100;0;;;;54,0;31,6;30,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;2;DG;9,57;6,07;57,6;11,33;;100;;;100;100;100;0;;;;55,0;31,1;31,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;3;DBZ;7,79;2,38;73,0;8,15;;100;;;100;100;100;0;;;;38,7;23,0;22,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;4;HB;4,03;-0,08;91,1;4,03;;100;;;100;100;100;0;;;;15,8;12,5;13,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;5;DBZ;2,58;-1,25;115,9;2,87;;100;;;100;100;100;0;;;;62,8;24,8;25,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70374926;1;6;DBZ;-9,93;-1,94;258,9;10,12;;100;;;100;100;100;0;;;;32,3;0,0;21,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;7;DBZ;-3,25;-0,09;268,4;3,25;;100;;;100;100;100;0;;;;19,1;15,9;16,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;8;BK;-1,88;2,91;327,1;3,46;;100;;;100;100;100;0;;;;42,0;20,0;22,1;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70374926;1;9;DG;-2,29;7,03;342,0;7,39;;100;;;100;100;100;0;;;;65,8;31,2;32,6;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70374926;1;10;DBZ;-6,0;7,9;322,8;9,92;;100;;;100;100;100;0;;;;33,9;0,0;21,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70374926;1;11;DG;0,78;3,54;12,4;3,62;;200;100;100;100;100;100;0;;;;55,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;1;BO;-2,29;5,32;336,7;5,79;;100;;200;100;600;100;0;;;;34,0;0,0;26,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;2;SM;-4,45;3,46;307,9;5,64;;100;;;100;100;100;0;;;;23,2;21,7;21,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;3;MD;-7,35;5,23;305,4;9,02;;100;;;100;100;100;0;;;;39,8;31,9;30,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;4;DBZ;-10,63;6,59;301,8;12,51;;100;;;100;100;100;0;;;;37,5;0,0;21,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;5;BO;-2,98;0,15;272,9;2,98;;100;;;100;100;100;0;;;;32,4;27,2;26,2;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;6;MD;-3,02;-1,06;250,7;3,2;;100;;;100;100;100;0;;;;36,0;28,4;29,9;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;7;MD;-2,67;-5,31;206,7;5,94;;100;;;100;100;100;0;;;;44,3;32,0;31,9;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;8;DBZ;-6,26;-7,82;218,7;10,02;;100;;;100;100;100;0;;;;38,8;0,0;21,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;9;MD;0,73;-2,93;166,0;3,02;;100;;;100;100;100;0;;;;40,2;32,4;31,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;10;DBZ;3,23;-1,56;115,8;3,59;;100;;;100;100;100;0;;;;32,8;20,1;20,7;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70375511;1;11;DBZ;0,98;-9,83;174,3;9,88;;100;;;100;100;100;0;;;;30,4;0,0;20,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;12;MD;4,07;-9,27;156,3;10,12;;100;;;100;100;100;0;;;;39,7;29,2;30,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;13;MD;6,5;-4,58;125,2;7,95;;100;;;100;100;100;0;;;;45,4;33,5;32,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;14;MD;10,32;3,25;72,5;10,82;;100;;;100;100;100;0;;;;39,0;0,0;30,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;15;MD;11,01;4,53;67,6;11,91;;100;;;100;100;100;0;;;;35,8;0,0;29,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;16;MD;7,95;5,51;55,3;9,67;;100;;;100;100;100;0;;;;30,0;0,0;27,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;17;MD;6,92;8,6;38,8;11,04;;100;;;100;100;100;0;;;;42,9;0,0;31,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;18;MD;4,05;8,16;26,4;9,11;;100;;;100;100;100;0;;;;36,7;0,0;30,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70375511;1;19;MD;-2,04;11,5;349,9;11,68;;100;;;100;100;100;0;;;;31,2;0,0;28,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;1;MD;-1,77;1,29;306,1;2,19;;100;;;100;100;100;0;;;;34,2;32,7;30,6;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70376536;1;2;DBZ;1,66;6,44;14,5;6,65;;100;;;100;100;100;0;;;;46,2;23,7;25,2;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70376536;1;3;DBZ;-1,19;10,83;353,7;10,9;;100;;;100;100;100;0;;;;34,2;0,0;23,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;4;DBZ;-4,42;9,41;334,8;10,4;;300;100;100;100;100;100;0;;;;34,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;p
70376536;1;5;MD;7,8;8,34;43,1;11,42;;100;;;100;100;100;0;;;;60,0;33,5;35,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;6;MD;4,51;1,54;71,1;4,77;;100;;;200;100;100;0;;;;27,7;0,0;28,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;7;DBZ;4,37;-0,6;97,8;4,41;;100;;;100;100;100;0;;;;36,5;24,3;23,7;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70376536;1;8;MD;8,18;-0,34;92,4;8,19;;100;;;100;100;100;0;;;;31,5;0,0;29,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;9;DBZ;9,09;0,42;87,4;9,1;;100;;;100;100;100;0;;;;34,4;0,0;23,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;10;DBZ;9,2;-3,87;112,8;9,98;;100;;;100;100;100;0;;;;31,4;0,0;22,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;11;DBZ;5,96;-6,91;139,2;9,13;;100;;;100;100;100;0;;;;41,3;24,8;24,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;12;DBZ;4,29;-10,72;158,2;11,55;;100;;;100;100;100;0;;;;45,0;26,4;25,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70376536;1;13;MD;3,85;-5,74;146,1;6,91;;200;100;100;100;100;100;0;;;;57,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;p
70376536;1;14;DBZ;2,29;-2,07;132,1;3,09;;300;100;200;100;100;100;0;;;;33,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;p
70377048;1;1;DBZ;-2,64;4,29;328,4;5,04;;100;;;100;100;100;0;;;;37,3;30,1;26,9;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377048;1;2;DBZ;-3,97;3,23;309,1;5,12;;100;;;100;100;100;0;;;;33,2;24,1;25,9;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377048;1;3;MD;-4,51;-1,77;248,6;4,84;;100;;;100;100;100;0;;;;38,5;31,3;30,6;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377048;1;4;DBZ;1,0;-1,74;150,1;2,01;;100;;;100;100;100;0;;;;51,5;31,3;29,6;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377048;1;5;DBZ;10,82;-4,88;114,3;11,87;;100;;;100;100;100;0;;;;44,4;0,0;28,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377048;1;6;DBZ;8,64;8,2;46,5;11,91;;100;;;100;100;100;0;;;;51,3;0,0;29,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377048;1;7;SM;7,68;2,18;74,2;7,98;;200;100;100;100;100;100;0;;;;45,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377048;1;8;SM;6,96;-2,74;111,5;7,48;;200;100;100;100;100;100;0;;;;45,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377048;1;9;SM;3,2;0,58;79,7;3,25;;200;100;100;100;100;100;0;;;;39,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
70377738;1;1;BK;-3,14;1,76;299,3;3,6;;100;;;100;100;100;0;;;;34,2;32,9;30,5;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;A
70377738;1;2;BK;-1,06;4,0;345,2;4,14;;100;;;100;600;100;0;;;;23,8;0,0;25,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;A
70377738;1;3;BK;-5,5;5,37;314,3;7,69;;300;100;100;100;100;100;0;;;;33,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;P
70377738;1;4;SM;-7,75;9,75;321,5;12,45;;200;100;100;100;100;100;0;;;;46,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;P
70377738;1;5;BK;6,96;5,28;52,8;8,74;;100;;;100;100;100;0;;;;42,8;0,0;33,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;6;MD;9,39;7,71;50,6;12,15;;200;100;100;100;100;100;0;;;;45,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;P
70377738;1;7;BK;11,19;3,22;73,9;11,64;;100;;;100;100;100;0;;;;43,4;0,0;33,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;8;BK;7,91;2,25;74,1;8,22;;300;100;100;100;100;100;0;;;;60,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;P
70377738;1;9;MD;11,54;-2,16;100,6;11,74;;100;;;100;100;100;0;;;;43,6;0,0;34,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;10;BK;5,72;-6,63;139,2;8,76;;100;;;100;100;100;0;;;;47,0;0,0;34,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;11;SM;5,2;-3,7;125,4;6,38;;200;100;100;100;100;100;0;;;;51,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;P
70377738;1;12;BK;2,94;-4,77;148,4;5,6;;100;;;100;100;100;0;;;;15,8;0,0;19,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;13;BK;3,31;-7,52;156,2;8,22;;300;100;100;100;100;100;0;;;;38,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;P
70377738;1;14;BK;-1,19;-3,48;198,9;3,68;;100;;;100;100;100;0;;;;51,5;36,5;34,9;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;A
70377738;1;15;BK;-3,72;-10,22;200,0;10,88;;100;;;100;100;100;0;;;;50,3;0,0;34,7;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;16;BO;-0,64;-11,97;183,1;11,99;;100;;;100;100;100;0;;;;33,4;0,0;23,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;17;MD;-8,24;-6,53;231,6;10,51;;100;;;100;100;100;0;;;;37,2;0,0;33,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;18;BK;-9,75;-3,82;248,6;10,47;;100;;;100;100;100;0;;;;30,0;0,0;28,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;19;BK;-4,98;-2,26;245,6;5,47;;100;;;100;100;100;0;;;;28,6;0,0;28,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
70377738;1;20;BK;-9,5;-0,66;266,0;9,52;;100;;;100;100;100;0;;;;38,8;0,0;32,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
