lokalita;plocha;kmen;dr_zkr;x_m;y_m;azimut_km;vzd_km;opak_ident_km;parez;pol_parez;vyklizeni_km;sous;zlom_vyvrat;dvojak;kmen_pred;parez_pred;sous_pred;zlom_vyvrat_pred;tloustka_km;mvyska;mod_vys;tloustka_km_pred;mvyska_pred;mod_vys_pred;pno;pno_pred;vzornik2;vzornik2_pred;d13_depl;mod_vys_depl;pozn_km
10000001;1;1;BO;-0,11;2,65;357,6;2,65;;100;100;100;100;100;100;1;100;;;35,4;24,8;22,5;32,9;19,8;21,9;0,0;0,0;A;A;0,0;0,0;
10000001;1;2;BO;-5,71;10,56;331,6;12,0;;400;100;100;100;100;100;2;100;;;33,1;0,0;22,0;31,9;0,0;21,7;0,0;0,0;N;N;0,0;0,0;
10000001;1;3;HB;-4,49;5,34;319,9;6,98;;100;100;;100;;100;3;100;;;20,7;0,0;15,5;17,9;12,0;14,3;0,0;0,0;N;N;0,0;0,0;
10000001;1;4;DBZ;-0,84;6,02;352,1;6,08;;100;100;;500;400;100;4;100;100;100;16,3;8,0;12,7;16,6;15,9;12,9;85,0;0,0;N;N;0,0;0,0;
10000001;1;5;LP;2,83;6,03;25,1;6,66;;100;100;;100;100;100;5;100;;;15,6;0,0;13,6;14,9;9,9;13,2;0,0;0,0;N;N;0,0;0,0;
10000001;1;6;LP;2,81;-0,58;101,7;2,87;;100;100;;100;100;100;0;;;;11,1;0,0;10,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000001;1;7;DBZ;4,59;3,66;51,4;5,87;;400;100;100;300;100;100;7;100;;;12,2;0,0;9,9;12,1;0,0;9,8;0,0;0,0;N;N;0,0;0,0;
10000001;1;8;LP;4,71;1,96;67,4;5,1;;400;100;100;100;;100;8;100;;;15,3;0,0;13,4;14,7;15,8;13,0;0,0;0,0;N;N;0,0;0,0;
10000001;1;9;BO;5,8;0,66;83,5;5,84;;400;100;100;100;100;100;9;100;;;16,5;0,0;15,1;16,0;0,0;14,8;0,0;0,0;N;N;0,0;0,0;
10000001;1;10;DBZ;2,63;-0,23;95,0;2,64;;100;100;;100;;100;10;100;;;16,8;12,9;13,0;14,3;11,0;11,4;0,0;0,0;A;N;0,0;0,0;
10000001;1;11;LP;2,98;-0,62;101,8;3,04;;100;100;;100;100;200;11;100;;;15,0;0,0;13,2;13,1;11,7;11,9;0,0;0,0;N;N;0,0;0,0;
10000001;1;12;BO;4,74;-2,45;117,3;5,34;;400;100;100;200;100;100;12;100;;;41,8;0,0;23,8;40,1;24,0;23,5;0,0;0,0;A;A;0,0;0,0;
10000001;1;13;BO;-4,17;-4,46;223,1;6,11;;400;100;100;100;;100;13;100;;;29,6;0,0;21,0;28,2;18,5;20,6;0,0;0,0;N;N;0,0;0,0;
10000001;1;14;BO;-7,08;-1,18;260,5;7,18;;400;100;100;100;100;100;14;100;;;34,2;0,0;22,3;31,7;0,0;21,6;0,0;0,0;N;N;0,0;0,0;
10000001;1;15;HB;0,44;-0,43;134,3;0,62;;100;100;;100;;100;15;100;;;13,1;11,6;11,8;11,0;10,5;10,4;0,0;0,0;A;A;0,0;0,0;
10000001;1;16;DBZ;0,18;6,9;1,5;6,9;;100;100;;100;;100;0;100;;;15,5;0,0;12,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000001;1;17;DBZ;4,35;6,05;35,7;7,45;;100;;;100;100;100;0;;;;30,0;0,0;18,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000002;1;1;DBZ;-2,65;-3,8;214,9;4,63;;400;100;100;100;100;100;1;100;;;34,5;0,0;21,8;34,1;0,0;21,7;0,0;0,0;A;A;0,0;0,0;
10000002;1;2;DBZ;-6,13;-0,93;261,4;6,2;;100;100;;100;200;100;2;100;100;100;17,6;0,0;16,0;16,9;0,0;15,6;0,0;0,0;N;N;0,0;0,0;
10000002;1;3;DBZ;-7,75;-1,39;259,8;7,87;;400;100;100;100;100;100;3;100;;;33,0;0,0;21,5;31,9;0,0;21,2;0,0;0,0;N;N;0,0;0,0;
10000002;1;4;DBZ;-6,43;2,14;288,4;6,78;;400;100;100;100;100;100;4;100;;;30,3;0,0;20,8;29,2;21,3;20,5;0,0;0,0;N;N;0,0;0,0;
10000002;1;5;DBZ;-9,38;3,68;291,4;10,08;;100;100;;100;;100;5;100;;;41,5;0,0;23,0;40,8;19,9;22,9;0,0;0,0;N;N;0,0;0,0;
10000002;1;6;DBZ;-2,35;1,73;306,4;2,92;;100;100;;100;300;100;6;100;100;100;21,2;17,0;17,8;20,0;16,2;17,3;0,0;0,0;A;A;0,0;0,0;
10000002;1;7;DBZ;0,55;4,73;6,6;4,76;;400;100;100;100;100;100;7;100;;;34,3;0,0;21,8;33,6;0,0;21,6;0,0;0,0;A;A;0,0;0,0;
10000002;1;8;DBZ;8,49;7,89;47,1;11,59;;400;100;100;100;100;100;8;100;;;34,5;0,0;21,8;33,2;0,0;21,5;0,0;0,0;N;N;0,0;0,0;
10000002;1;9;DBZ;12,01;-2,36;101,1;12,24;;100;100;;100;;100;9;100;;;37,5;0,0;22,4;35,0;0,0;21,9;0,0;0,0;N;N;0,0;0,0;
10000002;1;10;DBZ;-0,4;-6,46;183,5;6,47;;100;100;;100;;100;10;100;;;36,9;23,4;22,3;35,1;0,0;21,9;0,0;0,0;N;N;0,0;0,0;
10000002;1;11;DBZ;7,44;-5,18;124,8;9,07;;100;100;;100;;100;0;100;;;31,7;23,8;21,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000003;1;1;DBZ;5,36;1,47;74,7;5,56;;100;100;;100;;200;1;100;;;18,0;0,0;14,2;15,8;0,0;13,4;0,0;0,0;N;N;0,0;0,0;
10000003;1;2;DBZ;5,56;1,71;72,9;5,82;;100;100;;100;;200;2;100;;;15,5;0,0;13,3;14,6;0,0;12,9;0,0;0,0;N;N;0,0;0,0;
10000003;1;3;DBZ;4,34;-1,56;109,8;4,61;;100;100;;100;;100;3;100;;;20,5;0,0;15,0;18,7;0,0;14,4;0,0;0,0;N;N;0,0;0,0;
10000003;1;4;DBZ;5,48;-1,28;103,1;5,63;;400;100;100;100;100;100;4;100;;;13,1;0,0;12,2;13,0;11,2;12,1;0,0;0,0;N;N;0,0;0,0;
10000003;1;5;DBZ;1,99;-1,68;130,2;2,6;;400;100;200;100;;100;5;100;;;13,6;0,0;12,4;13,5;0,0;12,4;0,0;0,0;N;N;0,0;0,0;
10000003;1;6;DBZ;1,91;-2,17;138,6;2,89;;400;100;200;300;;100;6;100;;;14,3;0,0;12,8;14,2;0,0;12,7;0,0;0,0;N;N;0,0;0,0;
10000003;1;7;DBZ;2,2;-4,87;155,7;5,34;;100;100;;100;;100;7;100;;;22,5;0,0;15,5;20,5;0,0;15,0;0,0;0,0;N;N;0,0;0,0;
10000003;1;8;DBZ;0,54;-6,11;174,9;6,13;;100;100;;100;;100;8;100;;;20,5;0,0;15,0;19,5;0,0;14,7;0,0;0,0;N;N;0,0;0,0;
10000003;1;9;DBZ;-0,98;-5,61;189,9;5,69;;400;100;200;100;100;100;9;100;;;17,8;0,0;14,1;17,1;0,0;13,9;0,0;0,0;N;N;0,0;0,0;
10000003;1;10;DBZ;-0,48;-2,65;190,3;2,69;;100;100;;100;;100;10;100;;;19,0;17,3;14,5;18,4;0,0;14,3;0,0;0,0;A;A;0,0;0,0;
10000003;1;11;DBZ;-4,68;-4,08;228,9;6,21;;100;100;;100;;100;11;100;;;16,8;0,0;13,8;15,8;0,0;13,4;0,0;0,0;N;N;0,0;0,0;
10000003;1;12;DBZ;-1,83;0,31;279,6;1,86;;100;100;;100;;100;12;100;;;28,7;16,2;16,6;27,6;12,9;16,5;0,0;0,0;A;A;0,0;0,0;
10000003;1;13;DBZ;-0,64;1,95;341,8;2,05;;100;100;;100;;100;13;100;;;24,5;17,0;15,9;22,7;14,4;15,5;0,0;0,0;A;A;0,0;0,0;
10000003;1;14;DBZ;-0,33;4,75;356,0;4,76;;100;100;;100;;100;14;100;;;20,4;0,0;14,9;19,6;0,0;14,7;0,0;0,0;N;N;0,0;0,0;
10000003;1;15;DBZ;-0,95;5,08;349,4;5,17;;100;100;;100;;100;15;100;;;25,4;0,0;16,1;25,3;0,0;16,1;0,0;0,0;N;N;0,0;0,0;
10000003;1;16;DBZ;3,04;4,7;32,9;5,6;;100;100;;300;;100;16;100;;;17,6;0,0;14,1;17,6;0,0;14,1;0,0;0,0;N;N;0,0;0,0;
10000003;1;17;DBZ;-4,72;-9,45;206,5;10,56;;100;100;;100;;100;0;100;;;34,5;0,0;17,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000003;1;18;DBZ;-3,36;5,52;328,7;6,46;;100;100;;100;;100;0;100;;;15,6;0,0;13,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000003;1;19;DBZ;-5,91;-2,69;245,5;6,49;;100;;100;100;100;100;0;100;;;20,5;0,0;15,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000012;1;1;DBZ;-3,31;1,92;300,1;3,83;;100;100;;100;100;100;1;100;;;19,4;0,0;15,8;17,2;0,0;14,8;0,0;0,0;N;N;0,0;0,0;
10000012;1;2;DBZ;-1,89;5,15;339,8;5,49;;100;100;;100;100;100;2;100;;;18,0;0,0;15,2;15,4;0,0;13,7;0,0;0,0;N;N;0,0;0,0;
10000012;1;3;DBZ;1,08;4,83;12,6;4,95;;100;100;;100;100;100;3;100;;;22,4;0,0;17,0;20,7;0,0;16,4;0,0;0,0;N;N;0,0;0,0;
10000012;1;4;DBZ;0,77;2,83;15,2;2,93;;100;100;;100;100;100;4;100;;;13,0;0,0;12,1;11,5;0,0;11,0;0,0;0,0;N;N;0,0;0,0;
10000012;1;5;DBZ;-1,02;-1,17;221,1;1,55;;100;100;;100;;100;5;100;;;18,7;14,8;15,5;16,4;12,4;14,3;0,0;0,0;A;A;0,0;0,0;
10000012;1;6;DBZ;-2,28;-2,18;226,3;3,15;;100;100;;100;;100;6;100;;;15,6;0,0;13,9;13,3;10,9;12,4;0,0;0,0;N;N;0,0;0,0;
10000012;1;7;DBZ;-2,0;-0,9;245,8;2,19;;100;100;;100;100;100;7;100;;;15,2;15,4;13,6;13,5;13,6;12,5;0,0;0,0;A;A;0,0;0,0;
10000012;1;8;DBZ;-3,71;-3,65;225,5;5,2;;100;100;;100;100;100;8;100;;;18,6;0,0;15,5;17,0;0,0;14,6;0,0;0,0;N;N;0,0;0,0;
10000012;1;9;DBZ;-0,89;6,87;352,6;6,93;;100;100;;100;;100;9;100;;;19,5;0,0;15,9;18,0;0,0;15,2;0,0;0,0;N;N;0,0;0,0;
10000012;1;10;DBZ;-4,52;-1,24;254,7;4,69;;100;100;;100;100;100;0;100;;;12,6;0,0;11,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000012;1;11;DBZ;-2,62;-4,6;209,7;5,29;;100;100;;100;100;100;0;100;;;14,2;0,0;13,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000012;1;12;DBZ;-5,83;-3,55;238,7;6,83;;100;100;;100;100;100;12;100;;;17,1;0,0;14,7;16,0;0,0;14,1;0,0;0,0;N;N;0,0;0,0;
10000012;1;13;DBZ;4,29;-3,12;126,0;5,3;;100;100;;100;100;100;0;100;;;12,7;0,0;11,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000012;1;14;DBZ;2,8;4,99;29,3;5,72;;100;;100;100;100;100;0;;;;12,6;0,0;11,8;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;1;BO;-0,86;6,08;351,9;6,14;;100;100;;100;;100;1;100;;;32,2;0,0;24,4;28,9;24,5;23,6;0,0;0,0;N;N;0,0;0,0;
10000013;1;2;BO;-3,22;5,4;329,2;6,29;;100;100;;100;;100;2;100;;;21,2;0,0;21,0;20,6;19,6;20,8;0,0;0,0;N;N;0,0;0,0;
10000013;1;3;BO;-5,38;2,77;297,2;6,05;;100;100;;100;;100;3;100;;;19,7;0,0;20,3;18,7;0,0;19,8;0,0;0,0;N;N;0,0;0,0;
10000013;1;4;BO;-3,93;1,72;293,6;4,29;;100;100;;100;;100;4;100;;;25,1;21,2;22,5;23,8;0,0;22,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;5;BO;-2,56;-1,11;246,6;2,79;;100;100;;100;;100;5;100;;;23,3;23,5;21,9;21,3;0,0;21,1;0,0;0,0;A;A;0,0;0,0;
10000013;1;6;BO;-3,82;-2,06;241,7;4,34;;100;100;;100;;100;6;100;;;34,1;24,4;24,8;31,3;0,0;24,2;0,0;0,0;A;A;0,0;0,0;
10000013;1;7;BO;-1,57;-4,14;200,8;4,43;;100;100;;100;;100;7;100;;;18,6;0,0;19,8;17,8;0,0;19,4;0,0;0,0;N;N;0,0;0,0;
10000013;1;8;BO;-3,75;-5,51;214,2;6,67;;100;100;;100;;100;8;100;;;22,6;0,0;21,6;20,5;0,0;20,7;0,0;0,0;N;N;0,0;0,0;
10000013;1;9;BO;3,51;-3,53;135,2;4,98;;100;100;;100;;100;9;100;;;19,6;0,0;20,3;17,9;0,0;19,4;0,0;0,0;N;N;0,0;0,0;
10000013;1;10;BO;3,66;-6,14;149,2;7,15;300;100;100;;100;;100;10;100;;;26,2;0,0;22,8;21,8;0,0;21,3;0,0;0,0;N;N;0,0;0,0;
10000013;1;11;BO;4,25;-0,06;90,8;4,25;;100;100;;100;;100;11;100;;;25,2;0,0;22,5;24,3;0,0;22,2;0,0;0,0;N;N;0,0;0,0;
10000013;1;12;BO;4,04;2,32;60,1;4,66;;100;100;200;200;100;100;12;100;;;22,4;0,0;21,5;22,4;0,0;21,5;0,0;0,0;N;N;0,0;0,0;
10000013;1;13;BO;4,08;5,7;35,6;7,01;;100;100;;100;;100;13;100;;;33,7;0,0;24,7;30,5;22,4;24,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;14;BO;0,71;0,94;37,1;1,18;;100;100;;100;;100;14;100;;;24,4;24,1;22,2;22,3;0,0;21,5;0,0;0,0;A;A;0,0;0,0;
10000013;1;15;DBZ;1,0;0,37;69,7;1,07;;100;100;;100;;100;0;100;;;11,4;11,1;11,5;0,0;0,0;0,0;0,0;0,0;A;N;0,0;0,0;
10000013;1;16;JL;-6,02;-1,28;258,0;6,15;;100;;100;100;100;100;0;;;;12,7;0,0;10,1;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;17;BO;-6,47;-1,47;257,2;6,63;;100;;100;100;100;100;0;;;;19,4;0,0;20,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;18;BO;-5,45;9,04;328,9;10,56;;100;;100;100;100;100;0;;;;30,7;0,0;24,0;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000013;1;19;DBZ;4,48;4,4;45,5;6,28;;100;;100;100;100;100;0;;;;13,6;0,0;13,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000015;1;1;DBZ;2,59;1,32;63,0;2,91;;100;100;;100;100;100;1;100;;;21,4;18,7;16,6;20,6;0,0;16,3;0,0;0,0;A;A;0,0;0,0;
10000015;1;2;DBZ;3,1;1,42;65,4;3,41;;100;100;;100;;100;2;100;;;19,0;0,0;15,6;17,9;0,0;15,1;0,0;0,0;N;N;0,0;0,0;
10000015;1;3;DBZ;0,93;5,93;8,9;6,0;;100;100;;100;;100;3;100;;;20,7;0,0;16,3;20,0;0,0;16,0;0,0;0,0;N;N;0,0;0,0;
10000015;1;4;DBZ;5,25;-0,96;100,4;5,34;;100;100;;100;;100;4;100;;;14,6;0,0;13,4;13,6;0,0;12,8;0,0;0,0;N;N;0,0;0,0;
10000015;1;5;DBZ;0,32;-1,63;168,9;1,66;;100;100;;100;100;100;5;100;;;17,1;14,0;14,8;16,4;13,6;14,4;0,0;0,0;A;A;0,0;0,0;
10000015;1;6;DBZ;-2,86;-3,12;222,5;4,23;;100;100;;100;;100;6;100;;;21,0;0,0;16,4;20,1;0,0;16,1;0,0;0,0;N;N;0,0;0,0;
10000015;1;7;DBZ;-3,63;-3,07;229,8;4,75;;100;100;;100;;100;7;100;;;24,0;0,0;17,4;22,8;0,0;17,0;0,0;0,0;N;N;0,0;0,0;
10000015;1;8;DBZ;-5,33;-2,01;249,3;5,7;;100;100;;100;;100;8;100;;;25,9;0,0;18,0;24,5;0,0;17,6;0,0;0,0;N;N;0,0;0,0;
10000015;1;9;DBZ;-1,56;3,79;337,6;4,1;;100;100;200;300;500;100;9;100;100;100;28,0;0,0;18,5;27,0;15,2;18,2;70,0;0,0;A;A;0,0;0,0;zlom ve 2m,zijici,zaveseny
10000015;1;10;DBZ;-2,61;5,22;333,4;5,84;;100;100;;100;;100;10;100;;;24,3;18,2;17,5;23,3;17,6;17,2;0,0;0,0;N;N;0,0;0,0;
10000015;1;11;DBZ;-3,14;5,33;329,5;6,19;;100;100;;100;;100;11;100;;;19,2;0,0;15,7;18,1;0,0;15,2;0,0;0,0;N;N;0,0;0,0;usychajici koruna
10000022;1;1;SM;1,75;1,73;45,3;2,46;;100;100;200;100;100;100;1;100;;;17,3;12,1;14,5;14,0;11,1;11,5;0,0;0,0;A;N;0,0;0,0;
10000022;1;2;SM;4,39;4,13;46,7;6,03;;100;100;200;200;100;100;2;100;;;20,0;0,0;16,7;19,8;17,7;16,5;0,0;0,0;N;N;0,0;0,0;
10000022;1;3;MD;4,61;0,007;89,9;4,61;;100;100;;100;;100;3;100;;;24,2;0,0;23,2;22,8;0,0;22,4;0,0;0,0;N;N;0,0;0,0;
10000022;1;4;DBZ;2,68;-5,94;155,7;6,52;;100;100;;100;100;100;4;100;;;43,7;23,6;23,0;38,5;20,5;22,4;0,0;0,0;A;N;0,0;0,0;
10000022;1;5;DBZ;4,87;-7,64;147,5;9,06;;100;100;;100;;100;5;100;;;31,7;0,0;21,2;30,6;21,6;21,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;6;DBZ;3,15;-10,16;162,8;10,64;;100;100;;100;;100;6;100;;;37,8;0,0;22,3;35,5;0,0;21,9;0,0;0,0;N;N;0,0;0,0;
10000022;1;7;DBZ;-0,53;-6,38;184,7;6,4;;100;100;;100;100;100;7;100;;;31,2;0,0;21,1;30,4;21,3;20,9;0,0;0,0;N;N;0,0;0,0;
10000022;1;8;DBZ;-4,3;-4,95;221,0;6,56;;100;100;;100;;100;8;100;;;20,7;0,0;18,1;19,3;0,0;17,5;0,0;0,0;N;N;0,0;0,0;
10000022;1;9;BO;-5,74;-5,77;224,9;8,14;;400;100;100;100;100;100;9;100;;100;45,7;0,0;23,8;45,7;22,4;23,8;0,0;0,0;N;N;0,0;0,0;
10000022;1;10;MD;-2,4;3,47;325,3;4,22;;400;100;100;100;100;100;10;100;;;17,0;0,0;18,5;17,0;0,0;18,5;0,0;0,0;N;N;0,0;0,0;
10000022;1;11;MD;-0,33;4,81;356,1;4,82;;100;100;;100;100;100;11;100;;;24,3;23,2;23,2;23,1;22,8;22,6;0,0;0,0;N;N;0,0;0,0;
10000022;1;12;MD;-3,64;5,07;324,3;6,24;;100;100;;100;;100;12;100;;;24,0;0,0;23,1;21,7;22,9;21,8;0,0;0,0;N;N;0,0;0,0;
10000022;1;13;MD;-5,35;10,96;334,0;12,2;;100;100;;100;;100;13;100;;;38,3;0,0;28,3;35,4;25,7;27,6;0,0;0,0;N;N;0,0;0,0;
10000022;1;14;DBZ;11,38;-0,82;94,1;11,41;;100;100;;100;;100;0;100;;;33,9;0,0;21,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;15;SM;6,29;9,39;33,8;11,3;;100;100;100;200;100;100;0;100;;;32,0;0,0;23,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;16;DBZ;-11,03;-4,27;248,8;11,83;;100;100;100;100;100;100;0;100;;;33,3;0,0;21,5;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;17;DBZ;-1,64;-8,23;191,3;8,39;;100;100;;100;100;100;0;100;;;33,0;0,0;21,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;18;DBZ;8,68;1,7;78,9;8,84;;100;;100;100;100;100;0;;;;30,2;0,0;20,9;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000022;1;19;MD;4,88;1,11;77,2;5,0;;100;;100;200;100;100;0;;;;12,7;0,0;14,3;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000027;1;1;JV;0,28;1,81;8,8;1,83;;100;100;;100;100;100;1;100;;;13,1;13,6;13,7;9,0;11,2;12,3;0,0;0,0;A;N;0,0;0,0;
10000027;1;2;DBZ;-0,11;2,98;357,9;2,98;;100;100;;100;100;100;2;100;;;33,0;22,7;21,8;31,9;20,7;21,5;0,0;0,0;A;A;0,0;0,0;
10000027;1;3;HB;-3,94;4,74;320,3;6,16;;100;100;;100;100;100;3;100;;;23,2;0,0;16,7;18,3;11,8;14,7;0,0;0,0;N;N;0,0;0,0;
10000027;1;4;HB;1,43;6,89;11,7;7,04;300;100;100;;100;100;100;4;100;;;20,8;14,7;15,8;19,6;14,4;15,3;0,0;0,0;N;N;0,0;0,0;
10000027;1;5;DBZ;4,1;-0,72;100,0;4,16;;100;100;;100;100;100;5;100;;;46,1;28,0;23,9;41,4;20,5;23,3;0,0;0,0;A;A;0,0;0,0;
10000027;1;6;DBZ;2,92;-0,92;107,5;3,06;;100;100;;100;100;100;6;100;;;30,3;23,0;21,1;28,5;0,0;20,7;0,0;0,0;A;A;0,0;0,0;
10000027;1;7;JV;1,84;0,51;74,5;1,91;;500;100;200;100;100;100;7;100;100;100;8,0;0,0;11,7;8,0;12,8;11,7;0,0;0,0;N;N;0,0;0,0;
10000027;1;8;HB;-0,13;-2,01;183,7;2,01;;100;100;;100;100;100;8;100;;;21,8;19,0;16,2;20,7;15,7;15,7;0,0;0,0;A;A;0,0;0,0;
10000027;1;9;DBZ;-1,83;-3,01;211,3;3,52;;100;100;;100;100;100;9;100;;;34,1;22,4;22,0;33,0;18,2;21,8;0,0;0,0;A;A;0,0;0,0;
10000027;1;10;JV;0,42;2,0;11,9;2,04;;100;100;;100;100;100;0;100;;;9,3;0,0;12,4;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000101;1;1;DBZ;-2,4;-1,04;246,6;2,62;;400;100;100;100;100;100;1;100;;;38,7;0,0;24,1;36,1;26,0;23,6;0,0;0,0;A;A;0,0;0,0;
10000101;1;2;DBZ;-5,94;-1,5;255,8;6,13;;400;100;100;100;;100;2;100;;;45,0;0,0;25,1;45,0;26,5;25,1;0,0;0,0;A;A;0,0;0,0;
10000101;1;3;HB;-5,16;-0,44;265,1;5,18;;100;100;;100;100;100;3;100;;;15,5;0,0;15,0;14,4;18,6;14,4;0,0;0,0;N;N;0,0;0,0;
10000101;1;4;DBZ;-11,94;0,74;273,5;11,96;;100;100;;100;;100;4;100;;;35,6;0,0;23,5;34,3;0,0;23,2;0,0;0,0;N;N;0,0;0,0;
10000101;1;5;DBZ;-4,43;4,3;314,1;6,17;;100;100;;100;;100;5;100;;;37,3;23,6;23,9;35,8;22,6;23,6;0,0;0,0;A;N;0,0;0,0;
10000101;1;6;DBZ;4,13;3,76;47,7;5,59;;100;100;;100;;100;6;100;;;34,0;21,5;23,2;32,0;0,0;22,7;0,0;0,0;A;N;0,0;0,0;
10000101;1;7;HB;5,16;2,29;66,1;5,65;;400;100;100;100;100;100;7;100;;;12,5;0,0;13,1;12,5;11,1;13,1;0,0;0,0;N;N;0,0;0,0;
10000101;1;8;DBZ;9,16;6,93;52,9;11,49;;400;100;100;100;100;100;8;100;;;37,1;0,0;23,8;37,1;0,0;23,8;0,0;0,0;N;N;0,0;0,0;
10000101;1;9;DBZ;10,43;-3,54;108,7;11,01;;100;100;;100;100;100;9;100;;;48,5;0,0;25,6;46,7;0,0;25,4;0,0;0,0;N;N;0,0;0,0;
10000101;1;10;HB;1,31;-2,06;147,5;2,44;;400;100;100;100;100;100;10;100;;;20,2;0,0;17,3;20,2;15,2;17,3;0,0;0,0;A;A;0,0;0,0;
10000101;1;11;DBZ;-4,96;-8,8;209,4;10,1;;100;100;;100;;100;11;100;;;42,5;0,0;24,8;40,0;0,0;24,4;0,0;0,0;N;N;0,0;0,0;
10000101;1;12;DBZ;-4,46;5,22;319,5;6,87;;100;100;;100;100;100;0;;;;12,7;0,0;13,6;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000104;1;1;TR;-0,74;0,69;313,0;1,01;;100;100;;100;;100;1;100;;;7,8;0,0;8,7;7,0;7,5;7,6;0,0;0,0;A;A;0,0;0,0;
10000104;1;2;DBZ;2,18;-0,002;90,1;2,18;;100;100;;100;100;100;2;100;;;38,7;23,1;21,7;36,2;22,5;21,1;0,0;0,0;A;A;0,0;0,0;
10000104;1;3;DBZ;5,9;-0,09;90,9;5,9;;100;100;;100;;100;3;100;;;32,5;0,0;20,1;30,2;0,0;19,4;0,0;0,0;N;N;0,0;0,0;
10000104;1;4;DBZ;1,94;-3,85;153,3;4,31;;100;100;;100;;100;4;100;;;46,2;23,1;23,2;44,5;22,1;22,9;0,0;0,0;A;A;0,0;0,0;
10000104;1;5;BO;7,85;-7,48;133,6;10,84;;400;100;100;100;100;100;5;100;;;34,7;0,0;27,0;34,7;26,6;27,0;0,0;0,0;N;N;0,0;0,0;
10000104;1;6;BO;-2,48;-11,53;192,1;11,79;;400;100;100;100;100;100;6;100;;;38,1;0,0;27,7;38,1;29,4;27,7;0,0;0,0;N;N;0,0;0,0;
10000104;1;7;MD;-9,74;-7,62;232,0;12,37;;400;100;100;100;100;100;7;100;;;40,0;0,0;28,4;39,9;27,9;28,4;0,0;0,0;N;N;0,0;0,0;
10000104;1;8;DBZ;-1,84;-3,66;206,7;4,1;;400;100;100;100;100;100;8;100;;;17,6;0,0;13,5;17,6;9,8;13,5;0,0;0,0;N;N;0,0;0,0;
10000104;1;9;JV;-5,28;-1,42;254,9;5,47;;100;100;;100;;100;9;100;;;22,8;0,0;13,6;15,9;12,3;12,8;0,0;0,0;N;N;0,0;0,0;
10000104;1;10;LP;-4,84;9,22;332,3;10,41;;100;100;;100;;100;10;100;;;32,3;0,0;25,0;30,0;24,5;24,0;0,0;0,0;N;N;0,0;0,0;
10000104;1;11;BO;-2,24;10,59;348,1;10,82;;400;100;100;200;100;100;11;100;;;31,1;0,0;26,1;31,1;26,1;26,1;0,0;0,0;N;N;0,0;0,0;
10000104;1;12;JV;-2,79;4,02;325,2;4,89;;400;100;100;300;;100;0;;;;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;N;N;12,0;14,1;
10000104;1;13;JV;-4,0;0,58;278,3;4,04;;100;;100;100;100;100;0;;;;13,1;0,0;12,2;0,0;0,0;0,0;0,0;0,0;N;N;0,0;0,0;
10000105;1;1;MD;0,75;-1,9;158,5;2,04;;400;100;100;100;100;100;1;100;;;21,0;0,0;21,6;20,8;21,1;21,5;0,0;0,0;A;A;0,0;0,0;
10000105;1;2;MD;2,36;-4,44;152,0;5,03;;400;100;100;100;100;100;2;100;;;22,1;0,0;22,3;22,0;24,8;22,2;0,0;0,0;N;N;0,0;0,0;
10000105;1;3;BO;2,49;-5,84;156,9;6,35;;400;100;100;100;100;100;3;100;;;33,0;0,0;22,5;32,1;0,0;22,3;0,0;0,0;N;N;0,0;0,0;
10000105;1;4;DBZ;5,44;-6,74;141,1;8,66;;100;100;;100;100;100;4;100;;;32,4;0,0;22,3;30,1;0,0;21,8;0,0;0,0;N;N;0,0;0,0;
