lokalita;plocha;datum_m;status;prist;stab;azimut_stab;vzd_stab;identifikace;duv_neob;kat_poz;poz_les;meric;pozn_plocha;datum_m_pred;prist_pred;kat_poz_pred;poz_les_pred;nadm_vyska;lt;cil_zasoba;cbp;vyr_doba;mdcel
40000092,0;1;2022-06-23;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-24;100;100;100;359,15;2B2;200,0;5,8;50,0;4,6
40000094,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-24;100;100;100;335,57;2S3;200,0;5,8;50,0;4,6
40000095,0;1;2022-07-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;311,02;2B4e;200,0;5,8;50,0;4,6
40000097,0;1;2022-07-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;271,3;2D2;200,0;5,8;50,0;4,6
40000100,0;1;2022-07-17;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-11;100;100;100;328,92;2S4e;200,0;5,8;50,0;4,6
40000101,0;1;2022-06-26;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-16;100;100;100;385,8;2S3;200,0;5,8;50,0;4,6
40000103,0;1;2022-07-28;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-16;100;100;100;384,84;2B4;200,0;5,8;50,0;4,6
40000104,0;1;2022-07-28;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-16;100;100;100;338,91;2D2;200,0;5,8;50,0;4,6
40000105,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;orech,vek15,vys6m,tl=3,0pos;2013-07-24;100;100;100;363,43;2B2;200,0;5,8;50,0;4,6
40000106,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;345,16;2S1;200,0;5,8;50,0;4,6
40000107,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;319,2;2S4e;200,0;5,8;50,0;4,6
40000108,0;1;2022-07-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;299,11;2D1;200,0;5,8;50,0;4,6
40000111,0;1;2022-07-17;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-11;100;100;100;297,07;2S3e;200,0;5,8;50,0;4,6
40000113,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-16;100;100;100;361,5;2B1e;200,0;5,8;50,0;4,6
40000114,0;1;2022-07-28;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-16;100;100;100;326,03;2S4e;200,0;5,8;50,0;4,6
40000115,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-25;100;100;100;357,68;2S4;200,0;5,8;50,0;4,6
40000117,0;1;2022-08-13;200;100;100;0,0;0,0;;;100;300;Zahradnicek;;1901-01-01;;;;270,6;3L1;200,0;6,8;50,0;4,6
40000118,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-12;100;100;100;355,29;2S4e;200,0;5,8;50,0;4,6
40000119,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-12;100;100;100;306,32;2B4e;200,0;5,8;50,0;4,6
40000120,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-12;100;100;100;326,95;2H1;200,0;5,8;50,0;4,6
40000121,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-19;100;100;100;227,26;3J2;200,0;5,8;50,0;4,6
40000122,0;1;2022-12-29;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-19;100;100;100;235,33;3J2;200,0;5,8;50,0;4,6
40000123,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-19;100;100;100;258,28;3J2;200,0;5,8;50,0;4,6
40000124,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-19;100;100;100;281,05;1C1;200,0;5,8;50,0;4,6
40000202,0;1;2022-07-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;342,27;3S1e;200,0;5,8;50,0;4,6
40000203,0;1;2022-06-24;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;387,51;3B1;200,0;5,8;50,0;4,6
40000204,0;1;2022-07-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;379,05;3S3;200,0;5,8;50,0;4,6
40000205,0;1;2022-07-08;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;355,38;3B1;200,0;5,8;50,0;4,6
40000207,0;1;2022-07-16;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;406,64;2B1;200,0;7,8;50,0;4,6
40000208,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;398,8;3S1;200,0;5,8;50,0;4,6
40000209,0;1;2022-07-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;399,03;3H1;200,0;5,8;50,0;4,6
40000213,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;396,5;3S1;200,0;5,8;50,0;4,6
40000214,0;1;2022-07-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;388,37;3S1;200,0;5,8;50,0;4,6
40000215,0;1;2022-07-08;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;360,73;3B1e;200,0;5,8;50,0;4,6
40000216,0;1;2022-07-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;329,85;2S1e;200,0;5,8;50,0;4,6
40000218,0;1;2022-07-10;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;401,63;2S1e;200,0;7,8;50,0;4,6
40000219,0;1;2022-07-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;420,6;3S1;200,0;7,8;50,0;4,6
40000220,0;1;2022-06-22;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;po tezbe,skladka dreva na obno;2013-07-31;100;100;100;372,82;2S3;200,0;5,8;50,0;4,6
40000221,0;1;2022-07-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;317,83;3S3e;200,0;5,8;50,0;4,6
40000223,0;1;2022-07-09;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;V oplocence;2013-07-31;100;100;100;353,48;3B1;200,0;5,8;50,0;4,6
40000224,0;1;2022-06-25;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;399,07;3D1;200,0;5,8;50,0;4,6
40000225,0;1;2022-07-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;418,51;2B4;200,0;7,8;50,0;4,6
40000226,0;1;2022-06-22;100;100;100;0,0;0,0;100;;200;300;Zahradnicek;Hrbitov;1901-01-01;100;200;300;383,18;2S3;200,0;5,8;50,0;4,6
40000228,0;1;2022-07-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;297,45;3S4e;200,0;5,8;50,0;4,6
40000229,0;1;2022-07-01;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;259,57;3J4;200,0;5,8;50,0;4,6
40000230,0;1;2022-07-09;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;331,9;3B4e;200,0;5,8;50,0;4,6
40000231,0;1;2022-06-25;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;421,44;2B4;200,0;7,8;50,0;4,6
40000232,0;1;2022-06-25;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;408,36;2B4;200,0;7,8;50,0;4,6
40000233,0;1;2022-06-23;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;382,59;2S3;200,0;5,8;50,0;4,6
40000234,0;1;2022-06-24;200;100;100;0,0;0,0;;;100;300;Zahradnicek;;1901-01-01;;;;364,06;2S1;200,0;5,8;50,0;4,6
40000235,0;1;2022-06-24;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;310,09;2B4;200,0;5,8;50,0;4,6
40000237,0;1;2022-06-26;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;Cermak;2013-07-30;100;100;100;385,9;3B4;200,0;5,8;50,0;4,6
40000240,0;1;2022-06-23;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;376,46;2B4e;200,0;5,8;50,0;4,6
40000241,0;1;2022-06-29;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;326,92;2S1;200,0;5,8;50,0;4,6
40000242,0;1;2022-07-01;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;271,91;2S4;200,0;5,8;50,0;4,6
40000245,0;1;2022-06-26;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-30;100;100;100;391,44;2S1;200,0;5,8;50,0;4,6
40000246,0;1;2022-06-23;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;319,99;3D9;200,0;5,8;50,0;4,6
40000247,0;1;2022-06-29;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;343,7;2C1;200,0;5,8;50,0;4,6
40000248,0;1;2022-07-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;289,66;2H4;200,0;5,8;50,0;4,6
40000251,0;1;2022-06-26;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;405,14;2B4;200,0;7,8;50,0;4,6
40000252,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;369,1;2B2;200,0;5,8;50,0;4,6
40000253,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;v obnove vrba=oresak;2013-08-01;100;100;100;320,32;2C1;200,0;5,8;50,0;4,6
40000254,0;1;2022-07-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;265,84;2D9;200,0;5,8;50,0;4,6
40000256,0;1;2022-07-17;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;351,95;2S3e;200,0;5,8;50,0;4,6
40000257,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;376,33;2B4;200,0;5,8;50,0;4,6
40000258,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;360,27;2S1;200,0;5,8;50,0;4,6
40000259,0;1;2022-06-21;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;314,64;2S4;200,0;5,8;50,0;4,6
40000260,0;1;2022-08-13;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;301,46;2S4e;200,0;5,8;50,0;4,6
40000261,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;350,74;2C3;200,0;5,8;50,0;4,6
40000262,0;1;2022-08-07;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-08-01;100;100;100;304,7;2H1e;200,0;5,8;50,0;4,6
40000263,0;1;2022-07-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-07-31;100;100;100;228,76;2S4;200,0;5,8;50,0;4,6
50085416,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;405,21;2H3;200,0;7,8;50,0;4,6
50092417,0;1;2022-12-03;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;407,34;2H3;200,0;7,8;50,0;4,6
50094426,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;389,27;2B4;200,0;5,8;50,0;4,6
50098438,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;385,54;2B4;200,0;5,8;50,0;4,6
50100417,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;407,52;2B4e;200,0;7,8;50,0;4,6
50100425,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;379,33;2S4e;200,0;5,8;50,0;4,6
50102435,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;na okraji cesty;1901-01-01;;;;339,88;3D9;200,0;5,8;50,0;4,6
50104453,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;363,22;2B4;200,0;5,8;50,0;4,6
50108417,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;390,18;2S1;200,0;5,8;50,0;4,6
50108425,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;384,4;2B4;200,0;5,8;50,0;4,6
50108433,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;360,82;2C1;200,0;5,8;50,0;4,6
50109409,0;1;2022-12-04;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;354,81;2S1;200,0;5,8;50,0;4,6
50110442,0;1;2022-11-20;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;358,96;2S1e;200,0;5,8;50,0;4,6
50112461,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;349,54;2B1;200,0;5,8;50,0;4,6
50113426,0;1;2022-11-28;200;100;100;0,0;0,0;;;100;100;Zahradnicek;nad linkou;1901-01-01;;;;370,28;2B4e;200,0;5,8;50,0;4,6
50114459,0;1;2022-11-20;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;350,0;2H3;200,0;5,8;50,0;4,6
50115435,0;1;2022-12-03;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;350,17;2S4e;200,0;5,8;50,0;4,6
50116412,0;1;2022-11-19;200;100;200;51,4;6,7;;;100;300;Zahradnicek;na ceste;1901-01-01;;;;344,71;2S1;200,0;5,8;50,0;4,6
50118454,0;1;2022-11-20;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;374,05;2B1;200,0;5,8;50,0;4,6
50120472,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;337,19;2B1;200,0;5,8;50,0;4,6
50121432,0;1;2022-12-03;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;351,41;2B1;200,0;5,8;50,0;4,6
50121464,0;1;2022-11-20;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;359,62;2C1;200,0;5,8;50,0;4,6
50122449,0;1;2022-11-20;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;359,55;2B1;200,0;5,8;50,0;4,6
50123417,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;316,72;2S1;200,0;5,8;50,0;4,6
50123441,0;1;2022-12-03;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;318,42;2B4e;200,0;5,8;50,0;4,6
50127415,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;Jn zaujate syromy;1901-01-01;;;;265,01;2H3;200,0;5,8;50,0;4,6
50127431,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;321,99;2S1;200,0;5,8;50,0;4,6
50129406,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;Jen nehroubi a zaujate stromy;1901-01-01;;;;239,44;3B4e;200,0;5,8;50,0;4,6
50130471,0;1;2022-12-03;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;324,56;3H1;200,0;5,8;50,0;4,6
50130487,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;300;Zahradnicek;pri ceste u louky;1901-01-01;;;;326,92;2H3;200,0;5,8;50,0;4,6
50131424,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;JenSM tycoia;1901-01-01;;;;255,1;2S4e;200,0;5,8;50,0;4,6
50132441,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;275,76;2S4e;200,0;5,8;50,0;4,6
50132449,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;275,66;4D1;200,0;5,8;50,0;4,6
50132457,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;bk mlazina;1901-01-01;;;;307,58;3H3e;200,0;5,8;50,0;4,6
50133417,0;1;2022-12-07;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;278,95;2S4e;200,0;5,8;50,0;4,6
50134466,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;293,28;3H3e;200,0;5,8;50,0;4,6
50136485,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;324,54;2H3;200,0;5,8;50,0;4,6
50138478,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;312,83;2H3;200,0;5,8;50,0;4,6
50138494,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;344,3;2H3;200,0;5,8;50,0;4,6
50139432,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;315,11;2S4e;200,0;5,8;50,0;4,6
50140449,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;pri okraji cesty;1901-01-01;;;;331,37;2S4e;200,0;5,8;50,0;4,6
50140457,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;314,77;2B1;200,0;5,8;50,0;4,6
50140465,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;318,88;2B1;200,0;5,8;50,0;4,6
50141440,0;1;2022-11-13;200;100;200;178,3;1,7;;;100;300;Zahradnicek;u MD sadu;1901-01-01;;;;330,45;2B4;200,0;5,8;50,0;4,6
50141472,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;319,68;2B1;200,0;5,8;50,0;4,6
50143490,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;324,38;2H3;200,0;5,8;50,0;4,6
50146484,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;293,01;3D9;200,0;5,8;50,0;4,6
50146500,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;353,55;2H3;200,0;5,8;50,0;4,6
50148455,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;v oplocence;1901-01-01;;;;322,12;2H3;200,0;5,8;50,0;4,6
50148463,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;290,87;3D1;200,0;5,8;50,0;4,6
50148471,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;288,37;3H1;200,0;5,8;50,0;4,6
50149448,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;318,66;2H3;200,0;5,8;50,0;4,6
50149480,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;274,92;3B1;200,0;5,8;50,0;4,6
50151498,0;1;2022-11-11;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;325,08;3H3;200,0;5,8;50,0;4,6
50153463,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;304,16;3S3;200,0;5,8;50,0;4,6
50153495,0;1;2022-11-12;200;100;100;0,0;0,0;;;100;100;Zahradnicek;U pomniku J. Konsela;1901-01-01;;;;306,78;3H3;200,0;5,8;50,0;4,6
50154480,0;1;2022-11-19;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;264,62;3D1;200,0;5,8;50,0;4,6
50156522,0;1;2022-11-17;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;387,24;3D1;200,0;5,8;50,0;4,6
50159463,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;295,45;3B1;200,0;5,8;50,0;4,6
50160512,0;1;2022-11-17;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;352,01;3S4e;200,0;5,8;50,0;4,6
50162518,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;341,44;3S4e;200,0;5,8;50,0;4,6
50162526,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;u velkeho buku;1901-01-01;;;;349,45;3D9;200,0;5,8;50,0;4,6
50162550,0;1;2022-11-17;200;100;100;0,0;0,0;;;100;100;Zahradnicek;u hranice PR;1901-01-01;;;;432,05;2S3;200,0;7,8;50,0;4,6
50164545,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;396,53;3D9;200,0;5,8;50,0;4,6
50165466,0;1;2022-11-13;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;290,91;2S1;200,0;5,8;50,0;4,6
60000102,0;1;2022-05-20;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-05-20;100;100;100;377,47;3H3;250,0;5,8;50,0;4,6
60000107,0;1;2022-05-20;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-11;100;100;100;408,19;3W4;250,0;7,8;50,0;4,6
60000109,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-22;100;100;100;438,77;3A9;250,0;6,8;50,0;4,6
60000111,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2013-06-25;100;100;100;441,38;3W1;250,0;7,8;50,0;4,6
60000116,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-11;100;100;100;489,44;3S3;250,0;7,8;50,0;4,6
60000118,0;1;2022-05-05;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-27;100;100;100;459,81;4W1;250,0;7,8;50,0;4,6
60000121,0;1;2022-05-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-18;100;100;100;441,89;3A9;250,0;6,8;50,0;4,6
60000124,0;1;2022-05-05;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-20;100;100;100;495,69;3W1;250,0;7,8;50,0;4,6
60000127,0;1;2022-05-05;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-20;100;100;100;515,56;4A9;250,0;6,8;50,0;4,6
60000129,0;1;2022-05-16;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-28;100;100;100;511,43;3S3;250,0;7,8;50,0;4,6
60000131,0;1;2022-05-17;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-22;100;100;100;494,46;4D9;250,0;6,8;50,0;4,6
60000137,0;1;2022-05-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-30;100;100;100;467,39;3B1;250,0;7,8;50,0;4,6
60000520,0;1;2022-05-20;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-05;100;100;100;378,38;4S6;250,0;5,8;50,0;4,6
60000523,0;1;2022-05-20;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-01;100;100;100;415,81;3W1;250,0;7,8;50,0;4,6
60000531,0;1;2022-05-04;200;100;100;0,0;0,0;;;100;100;Zahradnicek;;1901-01-01;;;;353,35;1X7;250,0;3,5;50,0;4,6
60000535,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-05;100;100;100;457,48;4B1;250,0;7,8;50,0;4,6
60000536,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-05;100;100;100;426,82;4B1;250,0;7,8;50,0;4,6
60000538,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-21;100;100;100;377,56;3S6;250,0;5,8;50,0;4,6
60000553,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-21;100;100;100;367,63;4D9;250,0;5,8;50,0;4,6
60000555,0;1;2022-05-19;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-18;100;100;100;426,17;4W4;250,0;7,8;50,0;4,6
60000563,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-04-22;100;100;100;435,72;3S3;250,0;7,8;50,0;4,6
60000575,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-24;100;100;100;436,46;3H3;250,0;7,8;50,0;4,6
60000576,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-24;100;100;100;463,16;4B1;250,0;7,8;50,0;4,6
60000589,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-27;100;100;100;460,1;4B1;250,0;7,8;50,0;4,6
60000590,0;1;2022-05-05;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-27;100;100;100;440,96;3D4;250,0;6,8;50,0;4,6
60000596,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-18;100;100;100;431,54;4A9;250,0;6,8;50,0;4,6
60000611,0;1;2022-05-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-18;100;100;100;472,44;3S3;250,0;7,8;50,0;4,6
60000612,0;1;2022-05-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-24;100;100;100;489,1;3A9;250,0;6,8;50,0;4,6
60000615,0;1;2022-05-06;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2011-11-27;100;100;100;472,55;4W1;250,0;7,8;50,0;4,6
60000625,0;1;2022-05-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-18;100;100;100;464,63;3S3;250,0;7,8;50,0;4,6
60000627,0;1;2022-05-04;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;obnova v hromade vetvi;2011-11-26;100;100;100;491,15;3S3;250,0;7,8;50,0;4,6
60000632,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;obnova v 5m nenalezena\nevysky;2012-03-11;100;100;100;483,79;3W1;250,0;7,8;50,0;4,6
60000633,0;1;2022-05-18;100;100;100;0,0;0,0;100;;100;100;Zahradnicek;;2012-03-11;100;100;100;516,67;4S1;250,0;7,8;50,0;4,6
